Total_autoctone_ponderado,V00120_idx,V00112_idx,V00615_idx,V00509_idx,V00400_idx,V00047_idx,V00119_idx,V00399_idx,V00614_idx,V00511,V00114,V00122,V00314_idx,V00585_idx,V00122_idx,V00114_idx,V00511_idx,V00540_idx,V00005_idx
0.03912128463112982,-0.7677091360865996,-0.7802854699915426,-0.2891566373988789,-0.7988438483146649,-0.17015987916471942,-0.04907873487468381,0.819151275867688,-0.6699742606292947,-0.678000270445032,-0.3659108083792232,-0.3706739623367942,-0.3730214827633906,-0.3691074695708105,-0.3874092584297513,-0.43491618085139017,-0.4358412712946854,-0.4459910987751187,-1.7254200417089902,-1.397276851878989
0.04045047115605608,0.2832601352653777,0.45623581035782,-0.31893379912219466,0.37831507168708256,-0.4085670849647507,0.36937310470620716,0.4389986992944714,-0.38309990073806327,-0.4178815245434118,-0.3692986376151314,-0.3706739623367942,-0.3730214827633906,-0.3691074695708105,-0.3874092584297513,-0.43491618085139017,-0.4358412712946854,-0.4480275220503015,-0.6092250480824422,-0.6592484261955209
0.00015589922673983538,-0.5467790017655779,-0.5693305004421172,-0.009265844480251584,-0.5176977117292191,-0.05638170157091087,0.3715982027865957,0.783687730754137,0.05052458615268556,0.1503038724662504,-0.21549119030489894,-0.21962265493044061,-0.2185096063296019,-0.3691074695708105,-0.36881904748588207,-0.33327515811304853,-0.3346935997410694,-0.3387663532630222,0.6185683978647522,0.532919128232989
0.0,-0.891754218739537,-0.9117560380675939,-0.5572037803078185,-0.9381489645607167,-0.4085670849647507,0.05923960187113371,0.2414383713753748,-0.5493381713998469,-0.5424072842372089,0.025722251291765155,0.04716926464441769,0.054394487111895005,0.2489181224035128,0.20428395730368648,0.7056312673643986,0.699170120517366,0.6902914968103243,-1.21248117506552,-1.2182712659469106
0.0006134969325153375,-0.9388468126646474,-0.9371707472996416,-0.4704677597997409,-0.9220554466296788,-0.4085670849647507,-1.045336417215676,-0.13210913514375608,-0.745366183296236,-0.7284862894356074,0.06569863627548196,0.0864033704642498,0.08048090780850868,-0.299581647995804,-0.2859977826618667,0.06879731535445495,0.08095328745149082,0.07373377333924765,-0.6918564855321512,-0.8016234126368947
0.006409363243695137,0.2606349489082932,0.25214125641470114,0.20526896148031082,0.35324345645913574,0.08928886890315732,0.139711653092091,0.09239024341218145,-0.18739153955551888,-0.13522326768755083,-0.2852804725646079,-0.26474187662324755,-0.26466250448514916,-0.19448387855179722,-0.23579689899437054,-0.13262484949807932,-0.1350172194161134,-0.1949140261340721,-0.5740925964980912,-0.6280119629249032
0.0057553956834532375,-1.1587481627551284,-1.174642341736014,-0.5572037803078185,-1.1995456175597223,-0.4085670849647507,-1.8078095660966271,-0.16327164875147826,-0.846601680021657,-0.8588153743157688,-0.3692986376151314,-0.3706739623367942,-0.3730214827633906,-0.3691074695708105,-0.3874092584297513,-0.43491618085139017,-0.4358412712946854,-0.4480275220503015,-2.336401954689649,-2.447185167665322
0.00671443736730361,-0.5571090357370998,-0.5822592941458838,-0.4204099497732745,-0.5632640077714025,-0.26267869913249225,0.39989213615889396,0.9566047650749839,-0.37550209843325216,-0.33160872257521207,-0.20261743920844777,-0.19412048614754976,-0.1944298333788816,-0.20828579881311596,-0.21731550126011964,-0.3306338046967445,-0.3308990423151634,-0.3429238952768766,1.4245769684768186,1.3528840554543797
0.00016283992835043154,0.8254412621394689,1.2526360893977841,-0.32745537628942245,1.315169551275894,-0.4085670849647507,-0.616932513962838,-0.6797114863224096,-0.16727579032831136,-0.09133961896704079,-0.2852804725646079,-0.2882823401151468,-0.2887422774358695,-0.3691074695708105,-0.3874092584297513,-0.13736704377727002,-0.13973639575330776,-0.12770109220213274,1.1852480638253786,1.1490917138911136
0.04251968503937008,0.3874219886174274,0.3477403378989842,0.2400205194297118,0.20916508095261904,-0.4085670849647507,0.5452757685223009,0.42883130109937884,-0.004725620894156291,-0.12386012066187137,-0.3577800182130435,-0.3647888464638194,-0.3670015395257105,-0.3691074695708105,-0.3874092584297513,-0.4085770977442248,-0.4096300343809705,-0.393603579087975,-1.1204597072343467,-1.2047944346708885
0.008982903506230079,1.0929603282377474,1.0919675175327572,2.36523906404637,1.2863086151009333,1.0677822843377514,0.47615704473255216,0.05472611062160167,0.5696537566782127,0.6519682658847503,-0.36184541329613334,-0.3647888464638194,-0.3670015395257105,-0.3691074695708105,-0.3874092584297513,-0.3993439919288805,-0.4004417447586354,-0.40046731855758627,-0.20153179124361997,-0.23379387642214652
0.00035676061362825543,-0.6824874821507898,-0.6978932633710552,-0.07191888610569627,-0.7116021304514973,0.0794071328866218,0.46220069187102747,0.6641782405032246,0.10580446124820268,0.13134315107254113,0.2892953658454234,0.2688419625264691,0.28114568239784465,-0.3691074695708105,-0.3874092584297513,0.378139004929132,0.3732674593209303,0.4359279172624446,0.41380621423357267,0.30863032816306085
0.0856547774017183,1.5896339894126679,1.5314565838990082,0.8051815081545353,1.4689914010447553,0.8368286206250828,0.4952991184497128,-0.19556371473282813,0.7519440604118592,0.7542480365041513,-0.36523324253204154,-0.3706739623367942,-0.3730214827633906,-0.3691074695708105,-0.3874092584297513,-0.43491618085139017,-0.4358412712946854,-0.42614383525869387,-1.4378537956035364,-1.512914193589765
0.000231200508641119,-0.5769546211696567,-0.5431830891084173,-0.5075725563190608,-0.5499362790444564,-0.4085670849647507,0.33074462587355924,0.5958478147250368,-0.846601680021657,-0.8462552708690663,-0.27985994578715484,-0.2843589295331636,-0.2867356296899761,0.8403071282249691,0.9058010393117566,-0.32523576397165066,-0.32415490108904305,-0.32525639248216814,1.5049616792606857,1.4601543273687485
