CD_REGIAO,NM_REGIAO,CD_UF,NM_UF,CD_MUN,NM_MUN,Total_setores,População
3,Sudeste,35,São Paulo,3538006,Pindamonhangaba,377,165428
3,Sudeste,35,São Paulo,3538105,Pindorama,51,14542
3,Sudeste,35,São Paulo,3538204,Pinhalzinho,43,15224
3,Sudeste,35,São Paulo,3538303,Piquerobi,9,3264
3,Sudeste,35,São Paulo,3538501,Piquete,38,12490
3,Sudeste,35,São Paulo,3538600,Piracaia,93,26029
3,Sudeste,35,São Paulo,3538709,Piracicaba,877,423323
3,Sudeste,35,São Paulo,3538808,Piraju,71,29436
3,Sudeste,35,São Paulo,3538907,Pirajuí,57,22431
3,Sudeste,35,São Paulo,3539004,Pirangi,24,10885
3,Sudeste,35,São Paulo,3539103,Pirapora do Bom Jesus,35,18370
3,Sudeste,35,São Paulo,3539202,Pirapozinho,53,25348
3,Sudeste,35,São Paulo,3539301,Pirassununga,145,73545
3,Sudeste,35,São Paulo,3539400,Piratininga,28,15108
3,Sudeste,35,São Paulo,3539509,Pitangueiras,82,33674
3,Sudeste,35,São Paulo,3539608,Planalto,13,4389
3,Sudeste,35,São Paulo,3539707,Platina,10,3025
3,Sudeste,35,São Paulo,3539806,Poá,222,103765
3,Sudeste,35,São Paulo,3539905,Poloni,12,5592
3,Sudeste,35,São Paulo,3540002,Pompéia,54,20196
3,Sudeste,35,São Paulo,3540101,Pongaí,16,3395
3,Sudeste,35,São Paulo,3540200,Pontal,82,37607
3,Sudeste,35,São Paulo,3540259,Pontalinda,15,4127
3,Sudeste,35,São Paulo,3540309,Pontes Gestal,9,2387
3,Sudeste,35,São Paulo,3540408,Populina,16,4127
3,Sudeste,35,São Paulo,3540507,Porangaba,37,10451
3,Sudeste,35,São Paulo,3540606,Porto Feliz,93,56497
3,Sudeste,35,São Paulo,3540705,Porto Ferreira,94,52649
3,Sudeste,35,São Paulo,3540754,Potim,40,20392
3,Sudeste,35,São Paulo,3540804,Potirendaba,50,18496
3,Sudeste,35,São Paulo,3540853,Pracinha,4,2578
3,Sudeste,35,São Paulo,3540903,Pradópolis,34,17078
3,Sudeste,35,São Paulo,3541000,Praia Grande,991,349935
3,Sudeste,35,São Paulo,3541059,Pratânia,20,5126
3,Sudeste,35,São Paulo,3541109,Presidente Alves,14,3804
3,Sudeste,35,São Paulo,3541208,Presidente Bernardes,45,14490
3,Sudeste,35,São Paulo,3541307,Presidente Epitácio,98,39505
3,Sudeste,35,São Paulo,3541406,Presidente Prudente,397,225668
3,Sudeste,35,São Paulo,3541505,Presidente Venceslau,76,35201
3,Sudeste,35,São Paulo,3541604,Promissão,79,35131
3,Sudeste,35,São Paulo,3541653,Quadra,11,3405
3,Sudeste,35,São Paulo,3541703,Quatá,32,13163
3,Sudeste,35,São Paulo,3541802,Queiroz,17,3265
3,Sudeste,35,São Paulo,3541901,Queluz,28,9159
3,Sudeste,35,São Paulo,3542008,Quintana,26,7038
3,Sudeste,35,São Paulo,3542107,Rafard,18,8965
3,Sudeste,35,São Paulo,3542206,Rancharia,65,28588
3,Sudeste,35,São Paulo,3542305,Redenção da Serra,24,4494
3,Sudeste,35,São Paulo,3542404,Regente Feijó,45,20145
3,Sudeste,35,São Paulo,3542503,Reginópolis,17,7662
3,Sudeste,35,São Paulo,3542602,Registro,117,59947
3,Sudeste,35,São Paulo,3542701,Restinga,16,6404
3,Sudeste,35,São Paulo,3542800,Ribeira,11,3132
3,Sudeste,35,São Paulo,3542909,Ribeirão Bonito,28,10989
3,Sudeste,35,São Paulo,3543006,Ribeirão Branco,52,18627
3,Sudeste,35,São Paulo,3543105,Ribeirão Corrente,12,4608
3,Sudeste,35,São Paulo,3543204,Ribeirão do Sul,21,4677
3,Sudeste,35,São Paulo,3543238,Ribeirão dos Índios,9,2025
3,Sudeste,35,São Paulo,3543253,Ribeirão Grande,27,7450
3,Sudeste,35,São Paulo,3543303,Ribeirão Pires,203,115559
3,Sudeste,35,São Paulo,3543402,Ribeirão Preto,1409,698642
3,Sudeste,35,São Paulo,3543501,Riversul,16,5599
3,Sudeste,35,São Paulo,3543600,Rifaina,13,4049
3,Sudeste,35,São Paulo,3543709,Rincão,20,9098
3,Sudeste,35,São Paulo,3543808,Rinópolis,47,9259
3,Sudeste,35,São Paulo,3543907,Rio Claro,400,201418
3,Sudeste,35,São Paulo,3544004,Rio das Pedras,68,31328
3,Sudeste,35,São Paulo,3544103,Rio Grande da Serra,80,44170
3,Sudeste,35,São Paulo,3544202,Riolândia,23,10309
3,Sudeste,35,São Paulo,3544251,Rosana,52,17440
3,Sudeste,35,São Paulo,3544301,Roseira,30,10832
3,Sudeste,35,São Paulo,3544400,Rubiácea,11,2700
3,Sudeste,35,São Paulo,3544509,Rubinéia,29,3833
3,Sudeste,35,São Paulo,3544608,Sabino,25,5112
3,Sudeste,35,São Paulo,3544707,Sagres,9,2474
3,Sudeste,35,São Paulo,3544806,Sales,28,6437
3,Sudeste,35,São Paulo,3544905,Sales Oliveira,30,11411
3,Sudeste,35,São Paulo,3545001,Salesópolis,47,15202
3,Sudeste,35,São Paulo,3545100,Salmourão,12,4808
3,Sudeste,35,São Paulo,3545159,Saltinho,19,8161
3,Sudeste,35,São Paulo,3545209,Salto,197,134319
3,Sudeste,35,São Paulo,3545308,Salto de Pirapora,92,43748
3,Sudeste,35,São Paulo,3545407,Salto Grande,33,9050
3,Sudeste,35,São Paulo,3545506,Sandovalina,7,3645
3,Sudeste,35,São Paulo,3545605,Santa Adélia,40,14018
3,Sudeste,35,São Paulo,3545704,Santa Albertina,25,6393
3,Sudeste,35,São Paulo,3545803,Santa Bárbara d'Oeste,402,183347
3,Sudeste,35,São Paulo,3546009,Santa Branca,39,13975
3,Sudeste,35,São Paulo,3546108,Santa Clara d'Oeste,14,2598
3,Sudeste,35,São Paulo,3546207,Santa Cruz da Conceição,15,4277
3,Sudeste,35,São Paulo,3546256,Santa Cruz da Esperança,5,2116
3,Sudeste,35,São Paulo,3546306,Santa Cruz das Palmeiras,65,28864
3,Sudeste,35,São Paulo,3546405,Santa Cruz do Rio Pardo,128,46442
3,Sudeste,35,São Paulo,3546504,Santa Ernestina,17,6118
3,Sudeste,35,São Paulo,3546603,Santa Fé do Sul,91,34794
3,Sudeste,35,São Paulo,3546702,Santa Gertrudes,52,23611
3,Sudeste,35,São Paulo,3546801,Santa Isabel,129,53174
3,Sudeste,35,São Paulo,3546900,Santa Lúcia,17,7149
3,Sudeste,35,São Paulo,3547007,Santa Maria da Serra,13,5243
3,Sudeste,35,São Paulo,3547106,Santa Mercedes,8,2956
3,Sudeste,35,São Paulo,3547205,Santana da Ponte Pensa,7,1670
3,Sudeste,35,São Paulo,3547304,Santana de Parnaíba,182,154105
3,Sudeste,35,São Paulo,3547403,Santa Rita d'Oeste,13,2733
3,Sudeste,35,São Paulo,3547502,Santa Rita do Passa Quatro,67,24833
3,Sudeste,35,São Paulo,3547601,Santa Rosa de Viterbo,47,23411
3,Sudeste,35,São Paulo,3547650,Santa Salete,7,1645
3,Sudeste,35,São Paulo,3547700,Santo Anastácio,49,17963
3,Sudeste,35,São Paulo,3547809,Santo André,1672,748919
3,Sudeste,35,São Paulo,3547908,Santo Antônio da Alegria,13,6775
3,Sudeste,35,São Paulo,3548005,Santo Antônio de Posse,48,23244
3,Sudeste,35,São Paulo,3548054,Santo Antônio do Aracanguá,49,8379
3,Sudeste,35,São Paulo,3548104,Santo Antônio do Jardim,16,6126
3,Sudeste,35,São Paulo,3548203,Santo Antônio do Pinhal,22,7133
3,Sudeste,35,São Paulo,3548302,Santo Expedito,16,3000
3,Sudeste,35,São Paulo,3548401,Santópolis do Aguapeí,9,3899
3,Sudeste,35,São Paulo,3548500,Santos,1020,418608
3,Sudeste,35,São Paulo,3548609,São Bento do Sapucaí,34,11674
3,Sudeste,35,São Paulo,3548708,São Bernardo do Campo,1776,810729
3,Sudeste,35,São Paulo,3548807,São Caetano do Sul,433,165655
3,Sudeste,35,São Paulo,3548906,São Carlos,463,254857
3,Sudeste,35,São Paulo,3549003,São Francisco,7,2602
3,Sudeste,35,São Paulo,3549102,São João da Boa Vista,192,92547
3,Sudeste,35,São Paulo,3549201,São João das Duas Pontes,8,2580
3,Sudeste,35,São Paulo,3549250,São João de Iracema,7,1846
3,Sudeste,35,São Paulo,3549300,São João do Pau d'Alho,15,2242
3,Sudeste,35,São Paulo,3549409,São Joaquim da Barra,97,48558
3,Sudeste,35,São Paulo,3549508,São José da Bela Vista,17,7626
3,Sudeste,35,São Paulo,3549607,São José do Barreiro,13,3853
3,Sudeste,35,São Paulo,3549706,São José do Rio Pardo,111,52205
3,Sudeste,35,São Paulo,3549805,São José do Rio Preto,1132,480393
3,Sudeste,35,São Paulo,3549904,São José dos Campos,1570,697054
3,Sudeste,35,São Paulo,3549953,São Lourenço da Serra,50,16067
3,Sudeste,35,São Paulo,3550001,São Luiz do Paraitinga,32,10337
3,Sudeste,35,São Paulo,3550100,São Manuel,111,37289
3,Sudeste,35,São Paulo,3550209,São Miguel Arcanjo,72,32039
3,Sudeste,35,São Paulo,3550308,São Paulo,27592,11451999
3,Sudeste,35,São Paulo,3550407,São Pedro,90,38256
3,Sudeste,35,São Paulo,3550506,São Pedro do Turvo,27,7217
3,Sudeste,35,São Paulo,3550605,São Roque,159,79484
3,Sudeste,35,São Paulo,3550704,São Sebastião,301,81595
3,Sudeste,35,São Paulo,3550803,São Sebastião da Grama,24,10441
3,Sudeste,35,São Paulo,3550902,São Simão,34,13442
3,Sudeste,35,São Paulo,3551009,São Vicente,659,329911
3,Sudeste,35,São Paulo,3551108,Sarapuí,26,10369
3,Sudeste,35,São Paulo,3551207,Sarutaiá,14,3704
3,Sudeste,35,São Paulo,3551306,Sebastianópolis do Sul,9,3130
3,Sudeste,35,São Paulo,3551405,Serra Azul,28,12746
3,Sudeste,35,São Paulo,3551504,Serrana,78,43909
3,Sudeste,35,São Paulo,3551603,Serra Negra,64,29894
3,Sudeste,35,São Paulo,3551702,Sertãozinho,307,126887
3,Sudeste,35,São Paulo,3551801,Sete Barras,42,12730
3,Sudeste,35,São Paulo,3551900,Severínia,34,14576
3,Sudeste,35,São Paulo,3552007,Silveiras,20,6186
3,Sudeste,35,São Paulo,3552106,Socorro,110,40122
3,Sudeste,35,São Paulo,3552205,Sorocaba,1107,723682
3,Sudeste,35,São Paulo,3552304,Sud Mennucci,25,7355
3,Sudeste,35,São Paulo,3552403,Sumaré,436,279545
3,Sudeste,35,São Paulo,3552502,Suzano,640,307429
3,Sudeste,35,São Paulo,3552551,Suzanápolis,10,3408
3,Sudeste,35,São Paulo,3552601,Tabapuã,45,11323
3,Sudeste,35,São Paulo,3552700,Tabatinga,44,14769
3,Sudeste,35,São Paulo,3552809,Taboão da Serra,610,273542
3,Sudeste,35,São Paulo,3552908,Taciba,18,6260
3,Sudeste,35,São Paulo,3553005,Taguaí,33,12669
3,Sudeste,35,São Paulo,3553104,Taiaçu,15,5677
3,Sudeste,35,São Paulo,3553203,Taiúva,18,6548
3,Sudeste,35,São Paulo,3553302,Tambaú,48,21435
3,Sudeste,35,São Paulo,3553401,Tanabi,59,25265
3,Sudeste,35,São Paulo,3553500,Tapiraí,28,7996
3,Sudeste,35,São Paulo,3553609,Tapiratiba,28,11816
3,Sudeste,35,São Paulo,3553658,Taquaral,10,2619
3,Sudeste,35,São Paulo,3553708,Taquaritinga,138,52260
3,Sudeste,35,São Paulo,3553807,Taquarituba,79,24350
3,Sudeste,35,São Paulo,3553856,Taquarivaí,14,6876
3,Sudeste,35,São Paulo,3553906,Tarabai,12,6536
3,Sudeste,35,São Paulo,3553955,Tarumã,33,14882
3,Sudeste,35,São Paulo,3554003,Tatuí,303,123942
3,Sudeste,35,São Paulo,3554102,Taubaté,658,310739
3,Sudeste,35,São Paulo,3554201,Tejupá,16,4127
3,Sudeste,35,São Paulo,3554300,Teodoro Sampaio,53,22173
3,Sudeste,35,São Paulo,3554409,Terra Roxa,20,7904
3,Sudeste,35,São Paulo,3554508,Tietê,68,37663
3,Sudeste,35,São Paulo,3554607,Timburi,8,2464
3,Sudeste,35,São Paulo,3554656,Torre de Pedra,11,2046
3,Sudeste,35,São Paulo,3554706,Torrinha,30,9335
3,Sudeste,35,São Paulo,3554755,Trabiju,4,1682
3,Sudeste,35,São Paulo,3554805,Tremembé,125,51173
3,Sudeste,35,São Paulo,3554904,Três Fronteiras,30,6804
3,Sudeste,35,São Paulo,3554953,Tuiuti,21,6778
3,Sudeste,35,São Paulo,3555000,Tupã,157,63928
3,Sudeste,35,São Paulo,3555109,Tupi Paulista,47,15854
3,Sudeste,35,São Paulo,3555208,Turiúba,12,1818
3,Sudeste,35,São Paulo,3555307,Turmalina,10,1669
3,Sudeste,35,São Paulo,3555356,Ubarana,12,5365
3,Sudeste,35,São Paulo,3555406,Ubatuba,416,92981
3,Sudeste,35,São Paulo,3555505,Ubirajara,19,5132
3,Sudeste,35,São Paulo,3555604,Uchoa,32,10394
3,Sudeste,35,São Paulo,3555703,União Paulista,3,1603
3,Sudeste,35,São Paulo,3555802,Urânia,24,8833
3,Sudeste,35,São Paulo,3555901,Uru,5,1387
3,Sudeste,35,São Paulo,3556008,Urupês,33,13744
3,Sudeste,35,São Paulo,3556107,Valentim Gentil,24,14098
3,Sudeste,35,São Paulo,3556206,Valinhos,221,126373
3,Sudeste,35,São Paulo,3556305,Valparaíso,53,24241
3,Sudeste,35,São Paulo,3556354,Vargem,26,10512
3,Sudeste,35,São Paulo,3556404,Vargem Grande do Sul,81,40133
3,Sudeste,35,São Paulo,3556453,Vargem Grande Paulista,139,50415
3,Sudeste,35,São Paulo,3556503,Várzea Paulista,241,115771
3,Sudeste,35,São Paulo,3556602,Vera Cruz,28,10176
3,Sudeste,35,São Paulo,3556701,Vinhedo,147,76540
3,Sudeste,35,São Paulo,3556800,Viradouro,48,17414
3,Sudeste,35,São Paulo,3556909,Vista Alegre do Alto,20,8109
3,Sudeste,35,São Paulo,3556958,Vitória Brasil,8,1794
3,Sudeste,35,São Paulo,3557006,Votorantim,206,127923
3,Sudeste,35,São Paulo,3557105,Votuporanga,147,96634
3,Sudeste,35,São Paulo,3557154,Zacarias,19,2692
3,Sudeste,35,São Paulo,3557204,Chavantes,37,12211
3,Sudeste,35,São Paulo,3557303,Estiva Gerbi,25,11295
