CD_MUN,NM_MUN_x,Classificação_incidência,Cluster,Taxa_de_incidência,População_total_2021,Total_confirmados_anual,V00001,V00002,V00004,V00111,V00112,V00113,V00114,V00119,V00120,V00121,V00122,V00127,V00128,V00135,V00137,V00199,V00200,V00201,V00309,V00310,V00311,V00312,V00313,V00314,V00397,V00398,V00399,V00400,V00463,V00464,V00465,V00466,V00615
3507803,Brodowski,Q2 - Moderada,8,258.0,25605,66,-0.09351195714701938,-0.06679276869664023,-0.09351195714701938,-0.08954761389196261,-0.43027304548004847,-0.25744520033202717,-0.21177583376647421,-0.0955752452549986,-0.5684766456819876,-0.2577727781667464,-0.21048301534602848,0.07158485117217571,-0.16831121214115533,-0.08594423894106061,-0.06428937467579754,-0.09320551097563554,-0.1876045146874171,-0.18816016734538868,-0.08598138288208317,-0.13115363234468033,-0.33818585434336146,-0.3883226058348344,-0.1710793604503309,-0.09100961061112507,-0.08772666841334499,-0.13296418209980365,-0.43836568900110917,-0.12165000100250081,-0.18551494648588854,-0.42332175908906006,-0.22569343888760401,-0.42252278418671185,0.013051613606196758
3507902,Brotas,Q3 - Alta,8,1388.0,24862,345,-0.09503194947852539,-0.05515778275110701,-0.09503194947852539,-0.09325139454184837,-0.12505493770082082,-0.22651967081788793,-0.09407351630697788,-0.09525160123477444,-0.08628603183599483,-0.226034044286604,-0.09008415059242689,-0.17043985617677002,-0.16831121214115533,-0.08482975226879948,-0.06428937467579754,-0.09461992185248794,-0.23794715707197336,-0.22383139129900373,-0.090265232649835,-0.08969526701945124,-0.2498143914228441,-0.2509854378886436,-0.1710793604503309,-0.0930144675840972,-0.0900080934329489,-0.13215461476613902,-0.04839622636634541,-0.26055532129613646,0.16604031526148472,-0.3460501757941944,0.47880200694475616,-0.34099029055280483,-0.17477495985504793
3508009,Buri,Q1 - Baixa,0,20.0,20050,4,-0.10445016611374386,-0.06679276869664023,-0.10445016611374386,-0.10600628915489246,-0.006304484191860872,-0.02918533963242819,0.4434337334247219,-0.11442750943305544,0.09976822431036896,-0.028044799605715865,0.45973733178235365,-0.1684801419472239,-0.16831121214115533,-0.08632734373465038,-0.06428937467579754,-0.10435405849684205,-0.17753598621050584,-0.12276292343042776,-0.10476721699109125,-0.176380939972203,-0.2304693945646214,0.24025904745734686,-0.1710793604503309,-0.0930144675840972,-0.10483108840922156,-0.11266272434790574,1.7647085479615174,1.4063085222274914,-0.03688995777968196,0.0916110049988564,0.07214203414721491,0.11946780874032567,2.1026222433625437
3508108,Buritama,Q4 - Muito Alta,0,9515.0,17414,1657,-0.10606193156715213,-0.06679276869664023,-0.10606193156715213,-0.10381874370855369,-0.06617041529968366,-0.24713669049398074,-0.3706739623367942,-0.1136903202758782,0.002089739833527968,-0.2471932002066989,-0.3730214827633906,-0.06592176393431032,-0.16831121214115533,-0.08651889613144527,-0.06428937467579754,-0.1057167226342974,-0.23794715707197336,-0.22383139129900373,-0.1034869162814657,-0.1839188245767901,-0.061640331074677784,-0.3077690746356263,-0.1710793604503309,-0.0930144675840972,-0.10129613315906606,-0.14000119046165785,-0.07878345722100233,0.15616063958477047,-0.11406062499251998,-0.28334618607131157,-0.08250330762086415,-0.2768335742507141,0.060008256971507926
3508207,Buritizal,Q3 - Alta,0,968.0,4547,44,-0.13491310676517212,-0.06679276869664023,-0.13491310676517212,-0.13130195356215912,-0.4508826283204465,-0.19706678556632679,-0.19804389672953296,-0.15335469297668258,-0.6010361405076012,-0.19580667868646842,-0.19643648112477496,-0.17207295136805845,-0.16831121214115533,-0.08646665456868302,-0.06428937467579754,-0.13460865213097753,-0.23794715707197336,-0.22383139129900373,-0.1293538448366018,-0.1848610601523635,-0.3663240315916854,-0.34078281693038376,-0.1710793604503309,-0.09221252479490835,-0.1324902329463426,-0.1364515490755898,-0.4130429966222284,-0.46891330173658996,-0.2712601322779308,-0.3859527147087562,-0.39752159640769186,-0.3830931356260519,-0.5269497850948817
3508306,Cabrália Paulista,Q3 - Alta,0,1066.0,4222,45,-0.13528019925278115,-0.06679276869664023,-0.13528019925278115,-0.13186909497417287,-0.27913610465046307,-0.3119330380474153,-0.3216313300620041,-0.15416380302724297,-0.3297070169608208,-0.31369340452699723,-0.3228552891160566,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.06428937467579754,-0.1350053771330215,-0.21277583587969523,-0.22383139129900373,-0.13015479125210216,-0.18297658900121672,-0.3289530149337552,-0.3539883138482867,-0.1710793604503309,-0.0930144675840972,-0.13282241845743878,-0.14373765507857156,-0.11929976502721155,-0.26055532129613646,-0.2612565272688592,-0.36821825296895094,-0.3774749780303483,-0.36438076003794206,-0.4799931417295705
3508405,Cabreúva,Q1 - Baixa,8,68.0,51130,35,-0.05528271605461314,-0.016374496265996283,-0.05528271605461314,-0.06028774675786511,0.1988099355054336,0.8264209769254234,-0.007758483503347259,-0.04929415036294487,0.28117112405307365,0.789605439877952,-0.005804945264905783,-0.0832325729619677,0.35939107083474636,-0.07936180203301829,-0.06428937467579754,-0.05510266186628245,-0.21781010011815086,-0.1346533314149661,-0.05933777901494671,-0.11890456986222629,-0.04757124245051582,0.5644539967918647,-0.1350230825144235,-0.08539601108680311,-0.11965408338549423,0.6006906454312065,-0.564979150895513,-0.46891330173658996,-0.02545726634074299,0.49760350411368354,0.012002179015184165,0.47166144927367804,-0.4565148200469149
3508504,Caçapava,Q2 - Moderada,7,105.0,95752,101,0.04858151465825888,-0.020252824914507354,0.04858151465825888,0.04700036178624758,0.036877498902306384,0.6173054916393392,-0.1313459168358184,0.09700193689004466,-0.03822201566485085,0.6339345070372536,-0.12821045776440074,0.1816554670650161,0.43054194044947464,-0.0548779229517815,-0.06428937467579754,0.04670617307853646,1.2068866793647919,0.513373903742374,0.03875995355622048,-0.09534868047289156,0.8462555442032742,0.31553037988939375,-0.06806142349059542,-0.04068770058952461,0.060992158139296794,-0.07355439469087541,-0.20539691911540614,-0.46891330173658996,0.035993450143553964,0.19231741273560757,-0.028091057739503,0.18963921719573743,-0.5034714634122262
3508603,Cachoeira Paulista,Q1 - Baixa,8,44.0,33827,15,-0.08190265722638468,-0.06679276869664023,-0.08190265722638468,-0.0804617769852116,-0.2408611650897239,-0.10723548554906526,0.09621189691920781,-0.07890757821345477,-0.2707898358478056,-0.10361321360605485,0.104560680759229,-0.16978661810025464,-0.16831121214115533,-0.07796869369269188,-0.06428937467579754,-0.08166598809009583,-0.19767304316432835,-0.1822149633531195,-0.07959201488570543,-0.1499983438561481,-0.1368220234100433,-0.319654021861739,-0.037156042402674776,-0.027054673173314128,-0.07563636933967481,-0.12922771748288991,-0.37759122729179534,-0.46891330173658996,-0.24982383582992024,-0.11740229407741966,-0.3545645570276699,-0.10040260441996451,-0.620863071825504
3508702,Caconde,Q1 - Baixa,0,26.0,19031,5,-0.10883233268457632,-0.06679276869664023,-0.10883233268457632,-0.11436873140346265,-0.1947349558754998,-0.2309376036056221,2.46987529901905,-0.12805651872916138,-0.20412039406202523,-0.23056814912662435,2.5285911577984077,-0.17043985617677002,-0.16831121214115533,-0.08460337216349643,-0.06428937467579754,-0.10853404511258065,-0.21781010011815086,-0.22383139129900373,-0.11252790233521959,-0.11230892083321256,-0.2018915582967924,0.3010043332797005,-0.111844046698483,-0.04249207186519953,-0.11436418581256648,-0.056242108632508475,1.3342227775205444,-0.26055532129613646,-0.09405341497437679,0.558407372935873,-0.042410070866176985,0.6099993688000612,-0.15129663817239233
3508801,Cafelândia,Q2 - Moderada,0,447.0,17917,80,-0.1086602580810096,-0.06679276869664023,-0.1086602580810096,-0.10627828554636845,-0.1544971989013894,-0.20148471835406095,-0.31378450889803766,-0.11455337099647595,-0.1343500480071388,-0.20034078352648874,-0.31482869813248315,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.06428937467579754,-0.10839605380752187,-0.19767304316432835,-0.22383139129900373,-0.10351725516084072,-0.12926916119353357,-0.3148839263095932,-0.27145395811139317,-0.1710793604503309,-0.0914105820057195,-0.10496270908342949,-0.14025028810278542,0.49857392901747905,1.475761182374309,-0.07547529138610097,-0.31564824138309966,-0.00518063673682462,-0.310248530658053,1.3278376278349096
3508900,Caiabu,Q3 - Alta,0,1573.0,4195,66,-0.13602585586823693,-0.06679276869664023,-0.13602585586823693,-0.13230313176908137,-0.30857836585103166,-0.3119330380474153,-0.3706739623367942,-0.1548920020727473,-0.37622058099741174,-0.31369340452699723,-0.3730214827633906,-0.17043985617677002,-0.16831121214115533,-0.0865711376942075,-0.06428937467579754,-0.1357125825714477,-0.23794715707197336,-0.22383139129900373,-0.13095573766760252,-0.19051447360580384,-0.2863060900417642,-0.4134130499788501,-0.1710793604503309,-0.0930144675840972,-0.1333112952473539,-0.14361310625800777,-0.19526784216385384,-0.46891330173658996,-0.25554018154938973,-0.40495392371569033,-0.3660197675290091,-0.40314210947045526,-0.1982532815377035
3509007,Caieiras,Q1 - Baixa,7,79.0,104044,82,0.04301203332281605,-0.06679276869664023,0.04301203332281605,0.04334866555175084,-0.43027304548004847,-0.14994216916382894,0.8691237815699002,0.09823358218923102,-0.5731280020856467,-0.14744289372625147,0.6403356289127561,0.02683804293087266,-0.15052349473747326,-0.060119493082259653,-0.06428937467579754,0.0432851386406211,-0.10202202263367141,-0.15248894339177363,0.03406349502896846,-0.020912070002593857,0.522666505847549,-0.10836607117529151,0.6298850994116125,0.10987705808068236,0.04860101181029423,-0.0049902689705085285,-0.6966571512656929,-0.46891330173658996,-0.16550773646774533,0.06880955419053537,-0.19705541263425605,-0.004835829094975161,-0.620863071825504
3509106,Caiuá,Q3 - Alta,0,798.0,6017,48,-0.13473529634148654,-0.06679276869664023,-0.13473529634148654,-0.13370941098458486,0.13894400439761082,-0.29573395115905665,-0.3706739623367942,-0.15703164865089586,0.3292351402242176,-0.2970683534469227,-0.3730214827633906,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.06428937467579754,-0.1344246637242325,-0.23794715707197336,-0.22383139129900373,-0.13250302051572818,-0.19051447360580384,-0.2669610931835415,-0.1301551410898314,-0.1710793604503309,-0.0930144675840972,-0.13487194038439065,-0.14224306923180607,1.7697730864372936,3.698246307072479,0.4004104897597336,-0.3986201873800456,0.9456018348743281,-0.3964591181889875,2.9713201456208003
3509205,Cajamar,Q2 - Moderada,5,176.0,79034,139,0.04272524231687152,-0.05515778275110701,0.04272524231687152,0.034841544371544485,0.10655751707698537,1.5730516180524987,-0.06660964223309541,0.02900972230795409,0.19124490024899782,1.6057443110816128,-0.06801102538759993,0.09673451711801757,0.09850454891407585,0.04370190598056661,-0.06428937467579754,0.040922037541489646,0.05404016875845306,1.7797023540957084,0.016266708387585805,0.3559821602267616,0.3599926686306762,1.1534191593303371,0.30022770114045894,0.31637732629681176,0.028926854841786875,0.18276707802940623,-0.5143337661377514,-0.46891330173658996,-0.1726531686170822,0.9618663775164422,-0.23428484676360842,0.9568466163082393,-0.620863071825504
3509254,Cajati,Q1 - Baixa,8,11.0,28441,3,-0.08762126988491867,-0.06679276869664023,-0.08762126988491867,-0.09344237073160812,-0.11229662451390778,0.07537240301061392,1.1947668598745067,-0.09821833808682916,-0.06613015408680542,0.08379645311478583,1.226276770713617,-0.1567218565699472,-0.16831121214115533,-0.08035439172550086,-0.06428937467579754,-0.08744437398943185,-0.17250172197205021,-0.2059957793221962,-0.09655144845633772,0.013950646293621525,0.4452865184146581,-0.27805670657034465,0.49596178136395636,-0.03146535851385281,-0.08325156549027578,-0.1226889044032909,0.1541853126647007,-0.46891330173658996,-0.12549331643145895,0.6128775054224176,-0.10541372862354254,0.6668047946925374,-0.5504281067775373
3509304,Cajobi,Q3 - Alta,0,2197.0,10649,234,-0.12429036790498664,-0.06679276869664023,-0.12429036790498664,-0.12040473643132336,-0.3301693573981153,-0.3001518839467908,-0.3706739623367942,-0.1363723720265875,-0.4103305279575784,-0.301602458286943,-0.3730214827633906,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.06428937467579754,-0.12394307417747671,-0.23794715707197336,-0.22383139129900373,-0.11869276262422224,-0.015258656549153525,-0.3729189168842613,-0.38766233098893926,-0.1710793604503309,-0.0930144675840972,-0.12058169575610242,-0.1403125625130673,-0.4282366120495569,-0.26055532129613646,-0.18980220577549065,-0.4416895944624298,-0.23428484676360842,-0.4419034589029684,-0.10433999480708116
3509403,Cajuru,Q1 - Baixa,8,11.0,26613,3,-0.09511225096018987,-0.06679276869664023,-0.09511225096018987,-0.09554310881896519,-0.03574674539242945,-0.23388289213077823,0.4336252069697639,-0.09975564718289388,-0.04287337206850995,-0.2335908856866379,0.44569079756110014,-0.11197504832864413,0.18151389679792557,-0.08618803290061774,-0.06428937467579754,-0.09484990736091921,-0.22284436435660648,-0.2059957793221962,-0.09231614089558589,-0.06708161320568991,-0.18430519751658994,-0.17505383061070148,-0.1710793604503309,-0.09121009630842229,-0.09358692224117372,-0.10861488767958254,0.7669944682336152,0.15616063958477047,0.04313888229289081,-0.04836456801889212,0.17237512603393282,-0.06030465673115779,0.34174811716337494
3509452,Campina do Monte Alegre,Q1 - Baixa,0,0.0,6088,0,-0.1318559146418034,-0.06679276869664023,-0.1318559146418034,-0.12835050335678141,-0.39199810591930934,-0.1617233232644534,-0.31966962477101246,-0.14877872613518,-0.5080090124344194,-0.15953383996630568,-0.3208486413701633,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.06428937467579754,-0.13154984486884144,-0.23794715707197336,-0.22383139129900373,-0.127448563211851,-0.19051447360580384,-0.23442632574016695,-0.39030343037251986,-0.1710793604503309,-0.0930144675840972,-0.12850400681318852,-0.13993891605137596,-0.7017216897414691,-0.12165000100250081,-0.25696926797925707,-0.37455198930459566,-0.3688835701543439,-0.3710637513194099,-0.24520992490301466
3509502,Campinas,Q3 - Alta,4,922.0,1223237,11275,2.319117380361363,0.36370171128808887,2.319117380361363,2.317626237827775,1.8102830318832208,0.5466185670355924,0.019705390570535216,2.3282128024270206,2.20218131876428,0.5266273591567723,0.0022216457186676566,4.1977631614815305,2.4227662896618676,2.2088708885158845,-0.06428937467579754,2.320055427544677,1.2521950575108924,1.2386887907992135,2.2989093825806926,2.2244353065887914,3.3149409387241944,4.741352671924574,0.8050155922431629,1.294547043409914,2.183682644648459,3.408394707400744,1.126576700013722,0.9895925613465844,2.1796230949446103,1.1816470283633143,3.2423715403928357,1.1686974399307681,1.2104460194216315
3509601,Campo Limpo Paulista,Q2 - Moderada,5,123.0,86407,106,0.00851107530768875,0.2589868377782899,0.00851107530768875,0.0023987407414513963,0.4068685813227849,1.025227952373461,-0.2902440454061384,0.049093631785197295,0.7106463653242634,1.0465380474791046,-0.29476222067354957,-0.16488733252638935,-0.03193871204625939,-0.07770748587888067,-0.06428937467579754,0.007804124327384666,0.5121582144579152,-0.051420475523197666,-0.01255522701867659,0.31829273720382606,0.7473322648146354,1.1547397090221274,-0.1298721856664367,-0.046301300113846575,0.02201990327144756,-0.11708420747792031,-0.7371734590719021,-0.46891330173658996,0.12173863593559622,0.578675329209936,0.3871603229340426,0.6099993688000612,-0.4565148200469149
3509700,Campos do Jordão,Q1 - Baixa,8,8.0,52713,4,-0.0520534493276777,-0.05515778275110701,-0.0520534493276777,-0.056068909111354606,-0.4508826283204465,-0.3075151052596811,2.436526309072193,-0.04748713791669336,-0.6413478960059801,-0.31369340452699723,2.3941457588235524,-0.08192609680893696,-0.09716034252642702,-0.07103797969956795,-0.06428937467579754,-0.051842617284269,-0.2077415716412396,-0.15248894339177363,-0.056249281094570384,-0.12926916119353357,0.1278527063320037,-0.021870066363027064,-0.037156042402674776,-0.0021944467084597154,-0.061258377595247965,0.05385904874588266,-0.7473025360234544,-0.46891330173658996,0.007411721546206542,0.3569945574623705,0.13228188927924567,0.35203590533540463,-0.4565148200469149
3509809,Campos Novos Paulista,Q4 - Muito Alta,0,4117.0,5028,207,-0.13408141284793298,-0.06679276869664023,-0.13408141284793298,-0.130937362654436,-0.27913610465046307,-0.2515546232817149,-0.30789939302506286,-0.15277033571794454,-0.3297070169608208,-0.25172730504671925,-0.3088087548948031,-0.17043985617677002,-0.16831121214115533,-0.0865711376942075,-0.06428937467579754,-0.13377495466291414,-0.23794715707197336,-0.22383139129900373,-0.12915360823272673,-0.1839188245767901,-0.36104812335762465,-0.2760758820326592,-0.1710793604503309,-0.0930144675840972,-0.13148740876190135,-0.1406862089747587,-0.11929976502721155,-0.46891330173658996,-0.26268561369872656,-0.3333827031229049,-0.3803387806556831,-0.32762430798986925,-0.620863071825504
3509908,Cananéia,Q1 - Baixa,0,16.0,12542,2,-0.11940918498381069,-0.06679276869664023,-0.11940918498381069,-0.11775421840374886,-0.3723699317855969,-0.23682818065593433,0.18448863501383006,-0.13242571300218745,-0.47699996974335873,-0.23661362224665147,0.19285318157853681,-0.1710930942532854,-0.16831121214115533,-0.0864840684229371,-0.06428937467579754,-0.11949860422704214,-0.10705628687212705,-0.045475271530928486,-0.11713334422434657,-0.13115363234468033,-0.12407191184439652,-0.37907875799230234,-0.07836321718656897,-0.0884032965462613,-0.11661427257640661,-0.13146959625303817,-0.4738174583315422,-0.46891330173658996,-0.13692600787039794,-0.22760930631763795,-0.13118795225155572,-0.21601835358935723,-0.620863071825504
3509957,Canas,Q1 - Baixa,0,0.0,5268,0,-0.13540638729539672,-0.06679276869664023,-0.13540638729539672,-0.13095472412623232,-0.4518640370271321,-0.2913160183713225,-0.35694202529985297,-0.15290518739303793,-0.6025865926421543,-0.2925342486069023,-0.3589749485421371,-0.16978661810025464,-0.16831121214115533,-0.0863969991516667,-0.06428937467579754,-0.1351031209741048,-0.23794715707197336,-0.22383139129900373,-0.12994241909647708,-0.1782654111233498,-0.35313426100653356,-0.39690617883147133,-0.06291052664260864,-0.09201203909761113,-0.13215804743524645,-0.14218079482152418,-0.7219798436445737,-0.26055532129613646,-0.2755473915675329,-0.47335827614065346,-0.4061130042836963,-0.47531841531030733,-0.5034714634122262
3510005,Cândido Mota,Q2 - Moderada,8,191.0,31410,60,-0.0819485437873358,-0.06679276869664023,-0.0819485437873358,-0.08001616587577223,-0.12898057252756331,-0.09103639866070662,-0.30593768773407126,-0.07398998712838224,-0.09248784037420694,-0.08698816252598027,-0.30680210714890976,-0.17207295136805845,-0.16831121214115533,-0.08603130821233101,-0.06428937467579754,-0.08153949606045861,-0.23794715707197336,-0.22383139129900373,-0.07621833149920397,-0.18580329572793688,-0.2599265488714605,-0.2093881225972492,-0.1710793604503309,-0.0930144675840972,-0.07616911968765924,-0.1309091265605011,0.027571850770296877,-0.19110266114931865,-0.23553297153124653,-0.17187242656396434,-0.32592653077432193,-0.1572080303124407,-0.2921665682683258
3510104,Cândido Rodrigues,Q3 - Alta,0,1889.0,2805,53,-0.138119430211632,-0.06679276869664023,-0.138119430211632,-0.1338251541298938,-0.4047564191062224,-0.3119330380474153,-0.3706739623367942,-0.15722044099602664,-0.5281648901836088,-0.31369340452699723,-0.3730214827633906,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.06428937467579754,-0.1378054506981724,-0.23794715707197336,-0.22383139129900373,-0.13215715729085303,-0.18674553130351026,-0.3729189168842613,-0.39888700336915683,-0.14017397936241027,-0.0930144675840972,-0.13528560536047268,-0.1432394597963164,-0.6054954587017222,-0.12165000100250081,-0.2812637372870024,-0.4537236935001548,-0.4175682147850355,-0.4546011423377572,-0.2217316032203591
3510153,Canitar,Q3 - Alta,0,1100.0,5365,59,-0.13252700559571362,-0.06679276869664023,-0.13252700559571362,-0.12825212168326883,-0.4175147322931354,-0.3119330380474153,-0.3255547406439873,-0.14855397334335768,-0.5483207679327982,-0.31369340452699723,-0.32686858460784335,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.06428937467579754,-0.1322053035678706,-0.23794715707197336,-0.22383139129900373,-0.1260893814158504,-0.17072752651876266,-0.37599653002079675,-0.4246377223590676,-0.1710793604503309,-0.0930144675840972,-0.1293877456257274,-0.1377593116915096,-0.7422379975476783,-0.46891330173658996,-0.16122047717814322,-0.5018600896510547,-0.17700879425691246,-0.5053918760769124,-0.620863071825504
3510203,Capão Bonito,Q1 - Baixa,8,57.0,47098,27,-0.052432013455524486,-0.05515778275110701,-0.052432013455524486,-0.05813492425511901,-0.09757549391362348,0.8249483326628453,0.9338600561726232,-0.04254257649660215,-0.05217608487582813,0.8530829076382367,0.9613992682556937,-0.14724990446047428,-0.16831121214115533,-0.08293164215510473,-0.06428937467579754,-0.053124786493773404,0.44671277935799203,-0.1168177194381586,-0.06151611055407265,-0.07744620453699719,-0.06999385244527395,1.1672849310941351,-0.1710793604503309,-0.0867994109678836,-0.04679263873468251,-0.13302645651008554,2.3927113189577605,1.1979505417870377,-0.015453661331671394,0.5793087028435006,0.10364386302589769,0.6327215391570516,1.6800124530747433
3510302,Capela do Alto,Q2 - Moderada,0,108.0,21257,23,-0.1036299438367425,-0.05515778275110701,-0.1036299438367425,-0.10501668526250112,0.28222967557371126,0.06506389317256751,-0.34713349884489497,-0.11259352665178524,0.5556011518689602,0.07321687515473838,-0.3489417098126703,-0.16978661810025464,-0.16831121214115533,-0.0865711376942075,-0.06428937467579754,-0.10381934218973932,-0.04664511601065951,0.04370278835310914,-0.10826225589509275,-0.1839188245767901,0.10806805045427595,0.22243162661817784,-0.16335301517835074,-0.0930144675840972,-0.13553004375543024,0.23470393620450702,-0.6915926127899168,-0.05219734085568299,-0.19123129220535803,0.14354764295114317,-0.2371486493889432,0.1749366363765083,-0.10433999480708116
3510401,Capivari,Q2 - Moderada,8,223.0,56973,127,-0.0458530277791569,-0.04740112545408486,-0.0458530277791569,-0.043099889679488995,-0.15253438148801818,-0.2706989986952297,-0.3235930353529957,-0.022827261597947564,-0.13124914373803273,-0.2713750926868074,-0.32486193686195,-0.09727719160704823,-0.16831121214115533,-0.07831697077777348,-0.06428937467579754,-0.04568475529602135,-0.21781010011815086,0.019921972384032437,-0.04224485437506436,-0.15282505058286827,-0.056804081860122105,-0.26154983542296595,-0.03458059397868139,-0.05953335613546263,-0.04540748782992299,-0.03581610206004677,-0.4890110737588707,-0.46891330173658996,-0.032602698490079844,-0.3295824613215181,0.06927823152188012,-0.3249511114772822,-0.5269497850948817
3510500,Caraguatatuba,Q2 - Moderada,7,179.0,125194,224,0.13441232691733868,0.10773202048635805,0.13441232691733868,0.12899859308035905,-0.11916648546070711,-0.2486093347565588,1.179073217546574,0.21205738607973065,-0.143652760814457,-0.2487045684867057,0.9312995520672932,0.2397936558748843,0.03921215756846892,-0.03840441682742162,-0.06428937467579754,0.13218028728702338,0.6329805561808503,1.5597298063817489,0.10304197117599813,0.9156700921173545,1.6627023434241734,0.8714818001331087,1.2222382369300915,-0.07517124052464524,0.15345254794478277,-0.06676648397014881,-0.6915926127899168,-0.46891330173658996,0.4432830826557547,0.47353530603823357,0.9083724007449757,0.38946065651162426,-0.620863071825504
3510609,Carapicuíba,Q1 - Baixa,11,37.0,405375,152,0.6400650211383824,0.0999753631893359,0.6400650211383824,0.6456759937394226,-0.14664592924790446,-0.11459870686195554,-0.16077149620069248,0.8318446749206544,-0.3963764587466011,-0.1141927915661023,-0.1603168216986945,0.5651062179795401,-0.15052349473747326,0.2840479223953818,-0.06428937467579754,0.6399480424393242,0.7890427475729747,-0.03358486354639014,0.5797446472438281,1.9634360521549628,1.3967086366236112,0.8345064087629804,1.1552765779062635,1.592067818198978,0.6540059719574948,0.450297944600429,-0.8232706131600968,-0.46891330173658996,0.12602589522519833,-0.1820064047009959,0.0005469685138449748,-0.20666216579530233,-0.620863071825504
3510708,Cardoso,Q3 - Alta,0,1811.0,12371,224,-0.11803832397539582,-0.06679276869664023,-0.11803832397539582,-0.1153814839249158,-0.1643112859682456,-0.2559725560694491,-0.35105690942687817,-0.12862289576455366,-0.18241406417828276,-0.2562614098867396,-0.352955005304457,-0.17076647521502772,-0.04379719031538078,-0.0865711376942075,-0.06428937467579754,-0.11772771581212126,-0.23794715707197336,-0.22383139129900373,-0.1130011888534698,-0.18297658900121672,-0.28894404415879454,-0.30314715071436027,-0.1710793604503309,-0.0930144675840972,-0.11484052730017609,-0.1322791635867028,-0.20033238063963,-0.46891330173658996,-0.15407504502880637,-0.3264155931536957,-0.17700879425691246,-0.33163410275874994,-0.5504281067775373
3510807,Casa Branca,Q1 - Baixa,8,16.0,30655,5,-0.08855047274417896,-0.03576613950855165,-0.08855047274417896,-0.08928140465775208,0.17231190042492187,-0.09103639866070662,-0.03914576815921294,-0.08988450456605725,0.3741982521262555,-0.08698816252598027,-0.03389801370741282,-0.16260099925858554,-0.16831121214115533,-0.083854576430571,-0.06428937467579754,-0.08859430153158827,0.09431428266609808,-0.1822149633531195,-0.0846525399654576,-0.19051447360580384,-0.27971120474918826,-0.03375501358913974,-0.14790032463439043,-0.0914105820057195,-0.08584637306751759,-0.12007337917145129,0.696090929572749,0.7117819207593131,-0.05689716779782515,0.028273641642409104,0.012002179015184165,0.052637895925647805,1.3982725928828763
3510906,Cássia dos Coqueiros,Q2 - Moderada,0,643.0,2488,16,-0.13826856153472317,-0.06679276869664023,-0.13826856153472317,-0.1351562003009465,-0.36942570566554006,-0.28100750853327605,-0.0960352215979695,-0.15930614690413783,-0.4723486133396997,-0.28195467064685487,-0.09409744608421361,-0.17076647521502772,-0.16831121214115533,-0.0865711376942075,-0.06428937467579754,-0.13797219019178508,-0.23794715707197336,-0.22383139129900373,-0.13389254119110378,-0.19051447360580384,-0.3412634674798969,-0.2688128587278126,-0.1710793604503309,-0.0930144675840972,-0.1362382883356919,-0.13589107938305273,-0.3927848427191238,-0.46891330173658996,-0.2812637372870024,-0.32578221952013126,-0.4175682147850355,-0.3209413167084015,-0.5269497850948817
3511003,Castilho,Q3 - Alta,0,2653.0,21521,571,-0.10241968579165656,0.11548867778338019,-0.10241968579165656,-0.10751095004390855,1.1193713023765446,-0.2073752954043732,-0.3706739623367942,-0.11665705712793292,1.878136822642696,-0.20638625664651586,-0.3730214827633906,-0.16162114214381249,-0.16831121214115533,-0.0865711376942075,-0.06428937467579754,-0.102376183124333,-0.1171248153490383,-0.11087251544588941,-0.10659361752946704,0.22783812194878078,-0.11439941341528516,0.23761794807376627,-0.1710793604503309,-0.0930144675840972,-0.1055581359429415,-0.10251199547195679,3.1270693979453026,4.114962267953386,0.5376027870270013,0.23792031435224964,1.2233906895318034,0.272508309085938,3.793061404513746
3511102,Catanduva,Q4 - Muito Alta,7,3031.0,123114,3731,0.10815947823317613,-0.06679276869664023,0.10815947823317613,0.11019611912492337,0.1831073961984637,-0.18086769867796815,-0.3647888464638194,0.18396328710193968,0.15248359688517202,-0.17918162760639383,-0.3670015395257105,-0.017255527233915026,-0.13866501646835186,-0.022261773933889256,-0.06428937467579754,0.10880800999269408,-0.1876045146874171,-0.1346533314149661,0.12421850897975724,-0.1848610601523635,-0.1627619055608419,-0.3288978697042711,-0.14532487621039702,-0.09181155340031392,0.12504755292048353,-0.06514734930281953,-0.19526784216385384,-0.46891330173658996,-0.012595488471936651,-0.13450338218366042,-0.21996583363693442,-0.14584694513394547,-0.03390502975911441
3511201,Catiguá,Q4 - Muito Alta,0,3302.0,7905,261,-0.13004339548423396,-0.06679276869664023,-0.13004339548423396,-0.12564211375655243,-0.42438459323993477,-0.2986792396842128,-0.3706739623367942,-0.14454438353724736,-0.5591739328746694,-0.30009109000693623,-0.3730214827633906,-0.17076647521502772,-0.16831121214115533,-0.0865711376942075,-0.06428937467579754,-0.1297329593522343,-0.23794715707197336,-0.22383139129900373,-0.12354698332422433,-0.19051447360580384,-0.37159993982574613,-0.40020755306094713,-0.1710793604503309,-0.0930144675840972,-0.12632286421202873,-0.14218079482152418,-0.6612053819352599,0.2256132997315883,-0.13692600787039794,-0.5252949140929402,-0.1283241496262209,-0.5301189438183432,0.060008256971507926
