CD_MUN,NM_MUN_x,V00001,V00002,V00004,V00111,V00112,V00113,V00114,V00119,V00120,V00121,V00122,V00127,V00128,V00135,V00199,V00200,V00201,V00309,V00310,V00311,V00312,V00313,V00314,V00397,V00398,V00399,V00463,V00464,V00465,V00466,Cluster
3514106,Dois Córregos,8846,0,8846,8489,204,18,105,8438,186,18,105,12,14,21,8829,4,3,8229,400,102,60,0,5,8491,167,143,201,135,183,135,8
3514205,Dolcinópolis,887,0,887,803,76,4,0,803,76,4,0,0,0,0,887,0,0,807,0,19,57,0,0,812,30,34,3,77,3,77,0
3514304,Dourado,3103,0,3103,2945,88,9,57,2945,88,9,57,0,0,0,3098,0,0,2917,52,116,3,0,0,2954,111,28,34,120,34,120,0
3514403,Dracena,17093,0,17093,16412,583,47,7,15943,583,47,7,129,0,315,17081,0,0,15863,20,532,618,4,0,16404,333,211,116,544,116,539,8
3514502,Duartina,4790,0,4790,4247,474,8,33,4239,473,8,33,0,0,0,4735,41,10,4236,14,394,119,3,0,4360,220,163,20,510,20,510,0
3514601,Dumont,3296,0,3296,3223,31,6,31,3197,30,6,31,15,0,5,3296,0,0,3214,4,50,21,0,0,3245,14,25,3,65,3,64,0
3514700,Echaporã,2283,0,2283,1952,231,35,60,1950,200,35,60,0,31,0,2283,0,0,1921,0,112,236,0,0,2089,58,122,31,295,21,274,0
3514809,Eldorado,4590,0,4590,2629,176,578,1139,2592,174,572,1137,0,0,32,4557,10,8,2523,41,903,794,192,50,3465,468,525,126,1817,123,1808,0
3514908,Elias Fausto,5964,0,5964,5065,748,68,56,4999,731,68,56,23,12,31,5946,11,0,5026,10,472,429,0,0,404,5473,63,124,757,105,753,0
3514924,Elisiário,1184,0,1184,1105,72,7,0,1105,72,7,0,0,0,0,1179,5,0,1104,4,18,52,0,0,1171,6,5,4,75,4,75,0
3514957,Embaúba,896,0,896,785,98,3,4,785,98,3,4,0,0,0,894,0,0,792,4,25,69,0,0,827,3,43,6,98,6,98,0
3515004,Embu das Artes,87972,63,87972,86556,319,412,19,80236,315,402,19,637,3,5203,87079,556,205,68682,1089,4669,4546,520,7588,78134,8879,68,222,963,221,945,3
3515103,Embu-Guaçu,23377,0,23377,18448,3725,798,83,17340,3290,784,83,203,422,778,23198,34,71,10125,480,6008,5822,123,529,21655,1422,139,910,3889,608,3741,5
3515129,Emilianópolis,1177,0,1177,1039,115,9,0,1039,115,9,0,0,0,0,1176,0,0,1032,0,60,74,0,0,1105,23,43,44,85,44,85,0
3515152,Engenheiro Coelho,6884,0,6884,5060,1577,184,17,4504,832,179,16,104,484,424,6868,0,0,4927,78,1487,345,0,0,6193,522,142,218,1573,145,893,0
3515186,Espírito Santo do Pinhal,14372,0,14372,13118,592,90,546,12496,591,90,546,49,0,559,14357,0,3,13078,56,461,677,7,11,13671,392,253,403,828,403,827,8
3515194,Espírito Santo do Turvo,1482,0,1482,1277,188,0,15,1273,188,0,15,0,0,0,1482,0,0,1281,0,31,169,0,0,1379,14,87,99,105,99,105,0
3515202,Estrela d'Oeste,3464,6,3464,2964,472,11,0,2944,472,11,0,0,0,17,3459,0,0,2901,6,341,191,3,4,2974,213,230,13,473,13,473,0
3515301,Estrela do Norte,971,0,971,783,147,19,18,783,147,19,18,0,0,0,967,4,0,783,7,28,144,0,0,783,5,157,4,182,4,182,0
3515350,Euclides da Cunha Paulista,3022,0,3022,2111,801,92,3,2111,800,92,3,0,0,0,3011,0,0,1877,4,53,1062,0,0,2130,85,642,61,844,61,843,0
3515400,Fartura,6214,0,6214,5091,272,72,695,5059,272,72,694,14,0,14,6203,3,0,5006,18,416,718,11,0,5286,600,240,16,1084,16,1083,0
3515509,Fernandópolis,27621,0,27621,26689,796,58,3,25394,784,56,0,201,10,1037,27598,0,0,26676,40,348,509,0,0,26826,198,385,45,813,37,806,5
3515608,Fernando Prestes,2237,0,2237,2028,192,0,0,2025,192,0,0,0,0,0,2237,0,0,2034,0,8,180,0,0,2076,3,113,0,197,0,197,0
3515657,Fernão,613,0,613,370,209,8,21,370,209,8,21,0,0,0,612,0,0,367,3,113,127,0,0,591,0,19,4,234,4,234,0
3515707,Ferraz de Vasconcelos,61296,158,61296,60167,282,69,30,51588,278,69,30,780,0,7419,60931,60,188,53656,916,1758,1234,285,2784,57162,3728,59,364,650,357,648,10
3515806,Flora Rica,610,0,610,523,84,0,0,523,84,0,0,0,0,0,605,3,0,520,3,55,30,0,0,528,0,60,4,82,4,82,0
3515905,Floreal,1120,0,1120,965,151,0,0,965,151,0,0,0,0,0,1120,0,0,963,9,141,0,0,0,992,55,60,3,148,3,148,0
3516002,Flórida Paulista,4313,0,4313,3956,320,20,0,3953,320,20,0,0,0,0,4307,0,0,3944,51,147,148,0,0,3983,76,178,46,301,46,301,0
3516101,Florínea,1052,0,1052,927,106,3,6,927,77,3,6,0,23,0,1050,0,0,916,0,20,101,0,0,991,8,32,4,117,4,89,0
3516200,Franca,127909,8,127909,125806,1017,465,463,102226,743,400,418,1545,265,21828,127839,3,3,125175,27,1561,916,14,24,123763,3600,363,315,1691,301,1310,11
3516309,Francisco Morato,57668,7,57668,56490,463,253,63,54249,436,253,63,178,26,1979,57307,96,120,38362,1047,5821,4199,774,6724,53964,2890,279,311,632,298,617,10
3516408,Franco da Rocha,49307,3,49307,48405,476,119,90,44255,463,114,90,287,12,3396,49019,128,87,38234,547,2665,3240,299,3842,47097,1799,101,175,633,168,620,7
3516507,Gabriel Monteiro,1071,0,1071,948,117,0,0,948,117,0,0,0,0,0,1071,0,0,950,0,88,29,0,0,1004,15,42,0,119,0,119,0
3516606,Gália,2441,6,2441,1971,335,24,101,1970,334,24,101,0,0,0,2440,0,0,1957,84,203,176,0,3,2096,178,155,25,441,25,440,0
3516705,Garça,15523,0,15523,14850,457,45,155,14732,456,45,155,5,0,90,15512,5,0,14812,155,362,158,0,0,15100,102,290,150,507,150,506,8
3516804,Gastão Vidigal,1244,0,1244,1121,109,6,0,1120,109,6,0,0,0,0,1242,0,0,1125,0,28,85,0,0,1169,45,27,6,111,6,111,0
3516853,Gavião Peixoto,1640,0,1640,1559,59,0,18,1542,59,0,18,7,0,8,1640,0,0,1552,0,83,0,0,0,1580,26,30,0,78,0,78,0
3516903,General Salgado,4017,0,4017,3650,334,10,3,3630,334,10,3,0,0,17,4010,0,0,3599,0,286,115,0,0,3701,135,163,17,331,17,331,0
3517000,Getulina,3404,0,3404,3008,354,34,0,3006,354,34,0,0,0,0,3403,0,0,2974,21,191,201,0,3,3040,148,166,253,138,253,138,0
3517109,Glicério,1552,0,1552,1257,253,40,0,1169,220,40,0,82,33,0,1551,0,0,1179,31,114,221,0,0,1465,8,76,9,278,6,250,0
3517208,Guaiçara,3987,0,3987,3659,287,26,4,3657,257,26,4,0,28,0,3920,67,0,3642,7,233,89,0,0,3762,145,58,11,306,11,276,0
3517307,Guaimbê,2053,0,2053,1840,164,34,11,1838,163,34,11,0,0,0,2049,0,4,1839,5,100,105,0,0,1889,51,93,0,210,0,209,0
3517406,Guaíra,14707,0,14707,14272,262,128,8,14206,262,128,8,17,0,29,14677,22,0,14280,79,64,238,0,4,14309,67,277,68,341,68,341,8
3517505,Guapiaçu,7735,0,7735,7177,517,15,6,7057,517,15,6,38,0,75,7730,0,0,6770,16,708,218,0,0,7415,39,204,63,479,63,479,8
3517604,Guapiara,6156,0,6156,3715,326,449,1598,3705,326,449,1597,3,0,0,6122,4,0,2231,72,293,3244,7,165,5041,485,568,141,2271,141,2270,0
3517703,Guará,6681,0,6681,5959,325,340,28,5933,322,333,28,12,0,12,6647,0,16,6460,10,21,147,0,0,6421,95,102,280,421,280,411,0
3517802,Guaraçaí,2941,0,2941,2458,440,16,4,2456,440,16,4,0,0,0,2934,3,0,2416,21,179,302,0,0,2462,64,366,91,384,91,384,0
3517901,Guaraci,3915,0,3915,3389,414,67,21,3358,403,67,21,13,9,9,3887,15,7,3439,14,211,223,0,10,3610,143,139,210,293,207,285,0
3518008,Guarani d'Oeste,808,0,808,697,85,3,8,697,85,3,8,0,0,0,808,0,0,702,0,34,68,0,0,715,55,35,4,97,4,97,0
3518107,Guarantã,2295,0,2295,1884,382,4,16,1883,382,4,16,0,0,0,2286,3,0,1869,0,76,335,0,4,1897,116,256,0,406,0,406,0
3518206,Guararapes,11649,0,11649,11068,423,113,7,10866,422,112,7,132,0,36,11642,0,0,11064,49,219,270,0,0,11090,187,229,36,523,35,522,8
3518305,Guararema,11086,0,11086,8043,1766,853,204,7202,1621,836,194,349,131,476,10895,4,152,6525,212,2797,1185,48,188,8983,1904,123,330,2649,202,2488,8
3518404,Guaratinguetá,41900,62,41900,40156,510,467,627,34968,510,466,622,1027,0,4065,41826,3,26,37368,26,763,2120,120,1276,39923,1684,194,164,1509,162,1502,7
3518503,Guareí,4513,0,4513,3826,332,178,120,3821,331,178,120,5,0,0,4477,6,8,2594,53,626,1183,3,10,4035,205,203,96,572,96,571,0
3518602,Guariba,12897,0,12897,12284,502,39,30,12186,475,34,30,30,8,0,12871,15,0,12670,17,84,106,0,7,12811,31,30,238,315,230,290,8
3518701,Guarujá,99365,93,99365,93640,505,55,2846,76702,492,55,2816,1565,0,14701,96025,2063,1088,82145,2704,3828,607,3990,4612,80308,18695,26,867,4707,839,4389,3
3518800,Guarulhos,450509,263,450509,445019,1407,594,265,333425,1366,574,261,5130,0,102784,448347,1092,502,411089,2961,4735,2393,1824,24776,424797,22169,292,1974,2606,1569,2322,4
3518859,Guatapará,2533,19,2533,2298,168,6,43,2295,168,6,43,0,0,0,2515,8,8,2164,202,117,31,0,0,2338,8,155,48,179,48,179,0
3518909,Guzolândia,1630,0,1630,1457,155,14,0,1455,155,14,0,0,0,0,1629,0,0,1455,9,40,118,0,0,1457,98,69,27,142,27,142,0
3519006,Herculândia,3303,0,3303,2891,397,0,0,2891,395,0,0,0,0,0,3297,3,0,2841,218,68,160,0,0,3054,39,169,375,23,373,23,0
3519055,Holambra,5163,0,5163,4046,790,280,22,3909,691,247,21,88,88,43,5158,0,0,3957,42,896,233,9,4,5008,120,7,166,935,124,845,0
3519071,Hortolândia,80791,16,80791,79669,182,59,0,63614,80,59,0,3174,4,12730,80250,17,467,77607,169,1485,561,53,643,75105,5610,3,376,668,277,665,3
3519105,Iacanga,3948,0,3948,3609,311,13,0,3593,308,13,0,6,3,4,3947,0,0,3471,63,388,9,0,0,3671,14,239,12,310,12,310,0
3519204,Iacri,2257,0,2257,1940,266,46,0,1940,266,45,0,0,0,0,2252,0,0,1903,6,29,311,0,0,2001,13,218,38,273,38,272,0
3519253,Iaras,1791,44,1791,1183,479,68,25,1180,479,68,25,0,0,0,1764,19,3,1129,20,339,290,0,0,1270,7,458,8,580,8,580,0
3519303,Ibaté,11089,0,11089,10914,107,15,30,10868,107,15,30,4,0,8,11080,0,3,10831,51,113,71,0,0,10922,111,23,34,121,34,120,8
3519402,Ibirá,4404,0,4404,4092,270,0,6,3998,267,0,6,0,0,94,4398,0,0,4142,29,174,31,0,0,4266,23,75,53,233,53,232,0
3519501,Ibirarema,2403,0,2403,2245,132,7,9,2189,131,7,9,55,0,0,2401,0,0,2254,13,97,29,0,0,2267,49,71,10,136,10,135,0
3519600,Ibitinga,22203,0,22203,21446,511,71,132,21016,489,71,132,4,22,387,22181,5,0,21380,161,168,390,0,57,21460,525,173,177,539,170,524,5
3519709,Ibiúna,26339,3,26339,12789,3017,9401,742,11846,2819,9238,724,230,172,649,25528,551,104,6174,1391,7561,10259,130,420,19427,5146,1461,1389,11979,1358,11624,5
3519808,Icém,2592,3,2592,2335,204,29,13,2327,195,29,13,6,8,0,2586,0,0,2435,0,25,122,0,0,2486,42,45,89,155,89,146,0
3519907,Iepê,2901,5,2901,2587,245,14,24,2580,245,14,24,0,0,0,2894,0,6,2482,66,113,217,0,0,2698,73,102,188,114,188,114,0
3520004,Igaraçu do Tietê,8187,0,8187,8076,42,0,45,8010,27,0,44,10,15,0,8142,24,15,7998,14,48,115,0,0,8042,51,64,4,100,0,86,8
3520103,Igarapava,9853,0,9853,9420,197,39,151,9305,192,39,151,11,0,92,9821,9,8,9401,215,92,85,3,11,9517,187,128,107,299,107,294,8
3520202,Igaratá,3923,0,3923,2577,395,458,387,2470,371,451,387,27,24,74,3894,0,14,1536,17,1041,1191,32,63,3339,415,108,61,1255,60,1216,0
3520301,Iguape,10815,0,10815,8112,804,423,1164,8009,801,423,1144,25,0,41,10613,60,92,6810,153,2024,1507,181,4,9024,689,994,110,2549,108,2528,8
3520400,Ilhabela,12692,0,12692,10670,30,5,1135,10020,27,5,1072,376,0,228,12526,67,71,7514,374,4128,403,12,51,9662,2884,21,302,1664,274,1592,8
3520426,Ilha Comprida,5249,3,5249,4901,248,11,3,4764,243,11,3,3,0,106,5116,56,38,2403,50,2271,461,3,0,4576,648,3,40,270,36,261,0
3520442,Ilha Solteira,9704,0,9704,9179,271,220,17,8818,271,220,17,24,0,318,9697,0,0,8419,80,151,1037,0,0,9119,124,389,14,504,14,504,8
3520509,Indaiatuba,90742,0,90742,87442,1914,1139,101,66405,1685,991,98,6610,212,14118,90155,350,169,86722,356,2734,744,0,7,82618,7928,66,526,2668,411,2400,3
3520608,Indiana,1919,0,1919,1658,243,10,4,1657,243,10,4,0,0,0,1917,0,0,1676,0,58,176,0,0,1812,44,59,40,219,40,219,0
3520707,Indiaporã,1662,0,1662,1365,239,38,0,1363,227,38,0,0,11,0,1658,0,0,1317,8,118,206,0,0,1419,166,51,14,268,14,256,0
3520806,Inúbia Paulista,1312,0,1312,1213,98,0,0,1212,98,0,0,0,0,0,1312,0,0,1213,11,53,28,3,0,1253,44,8,98,0,98,0,0
3520905,Ipaussu,4877,0,4877,4498,296,0,62,4484,296,0,62,0,0,12,4873,0,0,4659,14,111,51,0,4,4743,52,54,256,111,256,111,0
3521002,Iperó,11765,29,11765,10144,876,501,89,9719,862,501,89,99,0,309,11377,18,339,7814,69,1817,1975,0,4,5632,6007,80,146,1428,143,1409,8
3521101,Ipeúna,2392,0,2392,2206,73,39,66,2184,73,39,66,0,0,21,2387,0,0,1986,26,230,124,12,0,2235,106,42,24,158,24,158,0
3521150,Ipiguá,2445,0,2445,1608,802,13,0,1585,757,13,0,16,43,0,2442,0,0,1572,84,426,351,0,0,2200,125,106,198,632,182,601,0
3521200,Iporanga,1441,0,1441,830,0,0,575,829,0,0,574,0,0,0,1429,4,0,794,23,135,427,0,19,1131,33,250,120,487,120,486,0
3521309,Ipuã,5337,3,5337,5209,95,8,15,5180,95,8,15,0,0,16,5333,0,0,5197,27,69,26,0,0,5143,97,60,10,112,10,112,0
3521408,Iracemápolis,7539,0,7539,7505,7,4,7,7177,7,4,7,228,0,91,7534,0,0,7487,17,4,14,0,0,7405,111,8,5,22,5,22,8
3521507,Irapuã,2457,0,2457,2240,172,37,0,2239,172,37,0,0,0,0,2456,0,0,2246,8,49,148,0,0,2159,237,58,8,201,8,201,0
3521606,Irapuru,2358,0,2358,2123,193,35,0,2119,193,35,0,0,0,0,2355,0,0,2089,9,42,196,0,0,2132,25,158,11,217,11,217,0
3521705,Itaberá,6515,0,6515,4546,879,211,846,4536,879,211,846,0,0,6,6489,11,4,4278,38,640,1464,4,45,5413,363,670,283,1660,283,1659,0
3521804,Itaí,8659,0,8659,7087,1051,123,367,7072,1045,123,366,0,0,9,8641,3,0,6903,51,1026,568,0,71,7685,439,361,102,1450,102,1441,8
3521903,Itajobi,6216,0,6216,5470,697,17,0,5470,697,17,0,0,0,0,6213,0,0,5482,28,390,287,0,0,5551,155,397,7,709,7,709,0
3522000,Itaju,1305,0,1305,999,212,51,40,999,209,51,40,0,3,0,1305,0,0,1017,6,113,157,0,0,1040,156,99,35,264,35,262,0
3522109,Itanhaém,41961,12,41961,39217,1353,110,341,34881,1325,103,339,304,16,3878,41411,166,301,24192,2173,11385,2390,1164,274,38549,2453,305,489,2144,477,2119,7
3522158,Itaoca,1262,0,1262,883,0,0,307,871,0,0,307,6,0,4,1239,10,6,398,0,180,572,47,45,186,1037,27,49,324,49,323,0
3522208,Itapecerica da Serra,54546,18,54546,49537,2860,1410,219,48091,2668,1388,218,254,180,1021,54047,99,264,33436,1019,11752,5716,158,1833,49163,4591,152,304,4507,293,4298,10
3522307,Itapetininga,54533,0,54533,51346,1364,1205,438,46302,1364,1204,438,2566,0,2364,54411,16,38,48867,173,1706,3411,5,144,52003,1647,699,332,2748,332,2747,10
3522406,Itapeva,31768,6,31768,28251,1305,582,1449,26656,1304,582,1448,385,0,1148,31501,47,131,25272,280,1058,4575,92,294,26817,3850,917,215,3226,215,3221,5
3522505,Itapevi,81801,124,81801,78989,1091,611,104,69007,1037,608,99,1243,38,7098,80698,204,776,66350,651,4386,2691,613,5250,75459,5466,84,888,1763,874,1625,3
3522604,Itapira,26192,0,26192,24398,1236,210,305,22901,1186,201,301,226,40,1228,25933,240,0,24087,352,1125,499,0,21,25404,604,100,242,1513,235,1458,5
3522653,Itapirapuã Paulista,1559,0,1559,1119,60,0,368,1109,60,0,368,0,0,9,1552,3,0,924,11,38,486,0,85,1329,25,184,18,412,18,412,0
3522703,Itápolis,15000,0,15000,13996,571,356,34,13973,554,356,34,0,17,16,14977,11,4,13959,26,182,706,72,0,14035,217,580,158,804,158,788,8
3522802,Itaporanga,5214,0,5214,4298,299,123,475,4277,299,121,475,0,0,17,5117,78,3,3926,11,531,673,10,15,4392,211,550,21,879,21,877,0
3522901,Itapuí,4749,0,4749,4579,100,43,15,4576,100,43,15,0,0,0,4738,0,0,4497,88,108,43,0,0,4671,19,43,84,78,84,78,0
3523008,Itapura,1519,0,1519,1281,230,0,3,1280,230,0,3,0,0,0,1511,6,0,1180,4,119,205,0,0,1418,53,39,119,116,119,116,0
3523107,Itaquaquecetuba,122125,45,122125,119619,725,208,102,108264,717,208,102,1185,3,9687,121627,163,123,92269,1116,7499,8254,753,10980,114574,6939,128,1100,1086,1078,1075,11
3523206,Itararé,16512,0,16512,15594,232,72,554,15358,204,72,554,69,0,146,16460,25,0,14665,13,464,1001,3,290,15933,152,365,31,848,6,839,8
3523305,Itariri,5654,0,5654,4363,280,54,853,4246,276,50,851,19,0,81,5599,12,6,3726,49,984,698,106,3,4756,528,311,22,1227,22,1221,0
3523404,Itatiba,43737,5,43737,40356,1277,1722,146,31128,1192,1652,132,1604,74,7359,43567,73,34,37498,196,4020,1695,4,107,41655,1930,83,280,2987,248,2795,7
3523503,Itatinga,6023,9,6023,5390,400,45,161,5332,394,45,161,25,0,0,6009,0,4,5262,9,393,304,9,0,5453,439,95,24,597,24,591,0
3523602,Itirapina,4787,9,4787,4387,220,17,132,4333,215,17,132,4,4,46,4780,0,3,3663,44,721,317,0,0,4374,308,66,30,347,30,342,0
3523701,Itirapuã,2005,0,2005,1739,113,0,150,1730,113,0,150,0,0,7,2003,0,0,1716,97,26,154,0,0,1744,116,129,15,250,15,250,0
3523800,Itobi,2906,3,2906,2572,117,81,117,2567,117,81,117,0,0,4,2882,0,20,2555,21,135,171,0,3,2670,5,114,0,328,0,328,0
3523909,Itu,59531,23,59531,54790,2713,788,220,42779,2276,761,207,3247,186,8318,58653,418,359,53499,349,3364,1776,100,111,11822,47030,490,1011,3620,745,3361,10
3524006,Itupeva,23683,4,23683,19794,2228,1154,267,16129,1967,1120,242,1143,251,2396,23505,63,78,18404,227,2595,2149,28,146,22042,1491,92,1459,2356,1365,2130,5
3524105,Ituverava,14031,0,14031,13502,291,65,119,13280,220,63,119,48,0,157,13976,36,7,13593,32,177,179,0,6,13625,158,209,67,427,36,384,8
3524204,Jaborandi,2278,0,2278,1881,297,89,0,1870,297,89,0,0,0,7,2275,0,0,2164,0,19,87,0,0,2170,28,56,194,200,194,200,0
3524303,Jaboticabal,27388,0,27388,26269,938,72,44,23618,521,72,44,262,41,2345,27364,0,4,26768,5,154,397,0,15,26222,816,254,541,519,124,519,5
3524402,Jacareí,85059,5,85059,82558,955,901,360,63898,867,895,357,6449,68,11907,84759,102,97,78580,589,3386,1496,247,406,77334,7414,155,172,2177,158,2093,3
3524501,Jaci,2637,3,2637,2381,244,0,6,2377,244,0,6,0,0,0,2635,0,0,2358,24,244,0,0,0,2447,106,70,20,228,20,228,0
3524600,Jacupiranga,5828,0,5828,4071,307,475,931,4006,307,473,925,28,0,27,5790,14,0,3769,62,884,845,184,19,5415,80,291,17,1724,17,1716,0
3524709,Jaguariúna,21437,10,21437,20691,539,117,39,15197,440,109,39,556,28,4826,21075,324,8,20054,132,839,324,0,21,16894,4486,23,317,399,262,346,5
3524808,Jales,19080,3,19080,17972,1008,51,3,17356,1008,51,3,121,0,470,19053,6,0,17962,49,403,625,0,0,18075,357,576,69,990,69,990,5
3524907,Jambeiro,2296,0,2296,1575,278,97,320,1502,201,97,317,60,75,5,2281,3,5,1115,0,484,546,0,124,1867,373,38,58,649,54,575,0
3525003,Jandira,42007,4,42007,41606,112,8,10,36464,99,8,10,1322,13,3729,41932,12,31,36172,383,2368,48,93,2691,38000,3970,0,88,244,81,239,7
3525102,Jardinópolis,14866,49,14866,14060,617,25,109,13965,458,25,109,13,79,63,14851,0,3,14279,20,308,171,0,13,14440,236,124,424,364,276,343,8
3525201,Jarinu,12962,0,12962,8864,2591,1175,82,8337,2512,1106,77,436,70,74,12586,298,41,4850,115,3994,3808,8,33,12268,581,37,489,3532,464,3315,8
3525300,Jaú,48510,3,48510,47290,733,122,277,45382,362,110,274,179,263,1648,48461,8,8,47274,42,839,266,0,12,47220,950,247,150,996,31,723,7
3525409,Jeriquara,1318,0,1318,1164,102,14,31,1162,102,14,31,0,0,0,1316,0,0,1157,0,55,94,0,3,1188,16,70,0,148,0,148,0
3525508,Joanópolis,4662,0,4662,3422,401,281,523,3353,399,280,519,21,0,40,4613,22,14,3340,10,802,433,4,17,3538,1057,44,49,1177,49,1170,0
3525607,João Ramalho,1543,0,1543,1387,137,5,4,1385,137,5,4,0,0,0,1543,0,0,1359,0,48,130,0,0,1444,37,42,6,145,6,145,0
3525706,José Bonifácio,13333,0,13333,12314,908,54,8,12008,866,54,8,9,0,277,13312,12,0,12309,152,485,327,0,4,12545,259,466,390,595,349,594,8
3525805,Júlio Mesquita,1562,0,1562,1524,33,0,4,1523,33,0,4,0,0,0,1561,0,0,1538,22,0,0,0,0,1538,0,23,33,4,33,4,0
3525854,Jumirim,998,0,998,789,186,4,9,787,186,4,9,0,0,0,998,0,0,564,0,259,159,4,0,874,90,25,35,165,35,165,0
3525904,Jundiaí,163202,6,163202,156446,3153,2327,650,98336,3056,2281,644,7854,52,49786,161866,802,357,154401,463,5108,2401,51,202,133756,29058,46,1348,5136,1297,5031,6
3526001,Junqueirópolis,7150,0,7150,6643,408,77,5,6596,407,77,5,7,0,29,7141,3,0,6601,11,58,442,0,0,6696,74,300,121,375,121,374,8
3526100,Juquiá,6343,0,6343,4407,285,358,1164,4370,283,356,1150,3,0,23,6275,12,13,3750,124,1171,777,300,147,4732,845,651,104,1794,102,1778,0
3526209,Juquitiba,9994,0,9994,5930,1511,1480,925,5876,1486,1457,911,5,9,29,9729,162,21,2997,258,3004,3427,13,105,7634,1719,518,209,3792,203,3732,8
3526308,Lagoinha,2075,15,2075,1259,48,271,489,1252,48,271,489,0,0,0,2062,0,0,1190,7,259,491,61,43,1377,622,64,6,806,6,806,0
3526407,Laranjal Paulista,9281,0,9281,8257,482,433,71,8046,462,428,71,48,18,143,9248,3,26,8069,41,247,850,18,0,8154,967,109,126,883,125,847,8
3526506,Lavínia,1829,3,1829,1560,244,9,0,1559,244,9,0,0,0,0,1826,0,0,1500,62,127,117,0,0,1709,27,71,78,184,78,184,0
3526605,Lavrinhas,2388,0,2388,2251,4,3,82,2235,4,3,82,0,0,12,2382,0,0,1907,4,115,143,6,191,2164,163,46,7,113,7,113,0
3526704,Leme,35754,0,35754,34890,410,208,201,33533,258,205,200,387,8,854,35722,6,4,35001,112,169,376,3,12,35069,283,254,413,410,261,410,7
3526803,Lençóis Paulista,22815,0,22815,22170,475,16,129,21111,471,16,129,27,0,994,22792,3,0,21974,45,379,359,11,4,1673,21010,94,200,423,197,423,5
3526902,Limeira,104429,7,104429,100459,2452,1049,172,83358,1907,966,159,2521,519,14423,103845,170,317,100140,603,2326,1159,10,3,98657,5095,336,531,3316,297,2851,3
3527009,Lindóia,2591,0,2591,2319,101,8,136,1700,93,8,133,0,6,611,2586,0,0,2132,8,254,148,4,28,2288,279,3,12,241,12,230,0
3527108,Lins,28421,0,28421,27897,429,43,10,26082,415,43,10,237,10,1501,28400,0,0,27894,28,417,43,0,3,28082,105,164,35,456,24,452,5
3527207,Lorena,30022,0,30022,28878,483,181,391,26479,482,181,387,279,0,2073,29734,23,224,28734,114,596,372,22,118,28375,1265,275,73,1010,73,1005,5
3527256,Lourdes,772,0,772,668,96,0,0,667,96,0,0,0,0,0,771,0,0,663,0,22,79,0,0,745,13,13,37,60,37,60,0
3527306,Louveira,17898,0,17898,16236,813,342,52,13652,804,341,52,1461,0,1081,17768,89,21,15635,77,1254,623,5,216,17227,605,9,365,1251,365,1241,8
3527405,Lucélia,6600,0,6600,6302,256,24,0,6248,255,24,0,30,0,17,6591,0,3,6281,0,169,123,0,0,6395,65,78,9,277,9,276,0
3527504,Lucianópolis,889,0,889,723,130,5,26,723,130,5,26,0,0,0,888,0,0,692,0,86,102,0,0,808,46,27,17,148,17,148,0
3527603,Luís Antônio,4169,0,4169,4064,78,3,14,4059,78,3,14,0,0,0,4163,0,0,4052,3,63,41,0,0,4085,33,26,7,93,7,93,0
3527702,Luiziânia,1729,0,1729,1597,113,9,3,1593,113,9,3,0,0,0,1727,0,0,1598,0,92,35,0,0,1617,37,60,0,128,0,128,0
3527801,Lupércio,1472,0,1472,1337,108,4,17,1336,108,4,17,0,0,0,1471,0,0,1336,3,82,48,0,0,1372,60,33,0,135,0,135,0
3527900,Lutécia,1036,0,1036,840,147,13,22,839,147,13,21,0,0,0,1036,0,0,834,0,27,156,3,0,797,127,86,4,182,4,181,0
3528007,Macatuba,5651,0,5651,5427,152,8,47,4762,151,8,47,626,0,29,5612,23,14,5421,119,89,5,0,0,5597,14,16,100,116,99,116,0
3528106,Macaubal,3008,0,3008,2707,272,18,0,2700,272,18,0,3,0,3,3004,0,0,2692,3,204,100,0,0,2746,70,166,20,270,20,270,0
3528205,Macedônia,1507,0,1507,1112,339,49,0,1108,339,49,0,0,0,3,1503,0,0,1113,18,102,265,0,0,1211,115,151,22,362,22,362,0
3528304,Magda,1257,0,1257,1068,182,4,0,1067,182,4,0,0,0,0,1256,0,0,1065,0,117,67,0,0,1118,60,69,5,183,5,183,0
3528403,Mairinque,17020,0,17020,14210,1674,730,141,13055,1569,710,139,585,85,551,16922,19,24,11429,290,917,4151,53,40,14658,2050,242,61,2674,54,2555,8
3528502,Mairiporã,33008,0,33008,20755,4294,3301,2935,18552,3757,3207,2761,279,364,1821,32055,532,263,10625,808,13120,7573,44,367,29768,2427,379,764,11241,723,10360,5
3528601,Manduri,3689,0,3689,3240,321,14,100,3225,321,14,100,4,0,0,3685,0,0,3215,53,122,242,0,43,3429,66,136,17,421,17,421,0
3528700,Marabá Paulista,1381,0,1381,825,443,55,40,810,442,55,40,0,0,0,1342,15,22,709,0,33,619,4,0,730,8,523,103,451,103,450,0
3528809,Maracaí,4828,0,4828,4278,449,63,18,4272,449,63,18,0,0,0,4824,0,0,4247,8,143,388,0,3,4430,113,221,73,459,73,459,0
3528858,Marapoama,1238,0,1238,1110,122,3,0,1109,122,3,0,0,0,0,1238,0,0,1112,0,18,105,0,0,1163,0,35,12,115,12,115,0
3528908,Mariápolis,1382,0,1382,1218,154,0,0,1218,154,0,0,0,0,0,1379,0,0,1196,0,29,145,0,0,1340,12,17,0,157,0,157,0
