CD_MUN,NM_MUN_x,População_total_2021,Total_confirmados_anual,Taxa_incidência_mil
3506805,Bocaina,-0.11935291853670955,-0.12633458897074165,0.0881255128226609
3506904,Bofete,-0.12027826370080681,-0.3128925943208433,-0.6479800517700187
3507001,Boituva,-0.018165228275651476,-0.26151268465065136,-0.6146584006979221
3507100,Bom Jesus dos Perdões,-0.09156264943822823,-0.28108598357262926,-0.5934537136520425
3507159,Bom Sucesso de Itararé,-0.13641995283486552,-0.3147275910947787,-0.6510092927765729
3507209,Borá,-0.1427497923840998,-0.27496932765951115,1.7269448973685033
3507308,Boracéia,-0.13462510230105618,-0.3037176104511662,-0.5389273755340662
3507407,Borborema,-0.11196012861578596,0.6223440947949123,2.19647725338441
3507456,Borebi,-0.13901251471703457,-0.21319110293701848,1.2089446852477286
3507506,Botucatu,0.1541563771970127,-0.14896621584927858,-0.6025414366717051
3507605,Bragança Paulista,0.19928290817372138,-0.16181119326682655,-0.6116291596913679
3507704,Braúna,-0.13286614877792302,-0.13489790724910697,0.8848158975464253
3507753,Brejo Alegre,-0.1386176475995965,-0.22542441476325467,0.8726989335202083
3507803,Brodowski,-0.09335949425040846,-0.27496932765951115,-0.5783075086192713
3507902,Brotas,-0.09484124307998662,-0.10431462768351653,-0.23600327487864248
3508009,Buri,-0.10443771060075391,-0.3128925943208433,-0.6510092927765729
3508108,Buritama,-0.10969462838644439,0.6981906281175765,2.2267696634499523
3508207,Buritizal,-0.1353550081848053,-0.28842597066837095,-0.36323139715392044
3508306,Cabrália Paulista,-0.13600314865534757,-0.28781430507705913,-0.33293898708837805
3508405,Cabreúva,-0.04245553883320459,-0.29393096099017724,-0.6358630877438017
3508504,Caçapava,0.04653315063306265,-0.25356103196359786,-0.6237461237175848
3508603,Cachoeira Paulista,-0.07696253748487467,-0.3061642728164134,-0.6449508107634645
3508702,Caconde,-0.10646988026070027,-0.3122809287295315,-0.6479800517700187
3508801,Cafelândia,-0.10869150636588205,-0.26640600938114584,-0.5207519294947407
3508900,Caiabu,-0.13605699417136186,-0.27496932765951115,-0.1814769367606662
3509007,Caieiras,0.0630697068845594,-0.2651826781985222,-0.6328338467372475
3509106,Caiuá,-0.13242341897958337,-0.28597930830312374,-0.4147284942653425
3509205,Cajamar,0.013192804828368654,-0.23031773949374912,-0.6025414366717051
3509254,Cajati,-0.08770372079053813,-0.31350425991215514,-0.6540385337831272
3509304,Cajobi,-0.12318592156557795,-0.1722095083191273,0.009365246652250733
3509403,Cajuru,-0.091349261652542,-0.31350425991215514,-0.6540385337831272
3509452,Campina do Monte Alegre,-0.13228182521524953,-0.31533925668609053,-0.6570677747896814
3509502,Campinas,2.2950520996464268,6.581190285354553,-0.3783776021866916
3509601,Campo Limpo Paulista,0.027896619257008974,-0.25050270400703883,-0.6207168827110305
3509700,Campos do Jordão,-0.03929859617207104,-0.3128925943208433,-0.6540385337831272
3509809,Campos Novos Paulista,-0.13439576028840275,-0.18872447928454614,0.5909795199106642
3509908,Cananéia,-0.11941075260946564,-0.31411592550346695,-0.6510092927765729
3509957,Canas,-0.13391713347938694,-0.31533925668609053,-0.6570677747896814
3510005,Cândido Mota,-0.0817827083073382,-0.278639321207382,-0.5995121956651509
3510104,Cândido Rodrigues,-0.13882904110691183,-0.2829209803465647,-0.08454122455093062
3510153,Canitar,-0.1337236884774097,-0.2792509867986938,-0.32385126406871534
3510203,Capão Bonito,-0.050496469224670444,-0.2988242857206717,-0.638892328750356
3510302,Capela do Alto,-0.10203061660707849,-0.3012709480859189,-0.6237461237175848
3510401,Capivari,-0.03080297031204015,-0.23765772658949083,-0.5904244726454883
3510500,Caraguatatuba,0.10524869442907897,-0.1783261642322454,-0.6025414366717051
3510609,Carapicuíba,0.6640076026660074,-0.22236608680669562,-0.6449508107634645
3510708,Cardoso,-0.11975177421088941,-0.1783261642322454,-0.10877515260336451
3510807,Casa Branca,-0.08328838847736715,-0.3122809287295315,-0.6510092927765729
3510906,Cássia dos Coqueiros,-0.1394612273504869,-0.3055526072251016,-0.46319635037021023
3511003,Castilho,-0.10150412711716109,0.03392179595295224,0.1456810919471914
3511102,Catanduva,0.10110059541760849,1.9667850644982678,0.2607922501962524
3511201,Catiguá,-0.12865822141532554,-0.15569453735370847,0.34258175737321683
3511300,Cedral,-0.1255730727755444,0.20212983356369965,2.054102926076361
3511409,Cerqueira César,-0.10375766167627726,-0.30799926959034885,-0.638892328750356
3511508,Cerquilho,-0.043450683740283325,-0.1642578556320738,-0.5086349654685238
3511607,Cesário Lange,-0.10733938563041236,-0.2064627814325886,-0.36626063816047466
3511706,Charqueada,-0.10944534359008198,0.02658180885721054,0.3092601063011202
3511904,Clementina,-0.12668588010650617,-0.16670451799732103,0.1699150199996253
3512001,Colina,-0.10732741996018695,-0.2150260997109539,-0.39049456621290857
3512100,Colômbia,-0.1320125976351781,-0.18444282014536348,0.3849911314649761
3512209,Conchal,-0.08760400687199317,-0.29454262658148905,-0.6207168827110305
3512308,Conchas,-0.10825077084591332,-0.31411592550346695,-0.6540385337831272
3512407,Cordeirópolis,-0.09433469637377821,0.020465152944092454,0.006336005645696496
3512506,Coroados,-0.1320644488728215,-0.024186435221669585,1.6693893182439727
3512605,Coronel Macedo,-0.13526725993648572,-0.31533925668609053,-0.6570677747896814
3512704,Corumbataí,-0.13630229041098246,-0.30249427926854255,-0.49954724244886106
3512803,Cosmópolis,0.004473819790797043,-0.0015548083431326614,-0.44805014533743903
3512902,Cosmorama,-0.1298866968917995,-0.17037451154519187,0.32743555234044563
3513009,Cotia,0.36986550290696135,-0.15691786853633208,-0.6267753647241391
3513108,Cravinhos,-0.07291215811357825,-0.2841443115291883,-0.6146584006979221
3513207,Cristais Paulista,-0.126867359438258,-0.278639321207382,-0.4510793863439933
3513306,Cruzália,-0.14039255534969686,-0.29943595131198353,-0.2662956849441848
3513405,Cruzeiro,0.020892713618410736,-0.3061642728164134,-0.6510092927765729
3513504,Cubatão,0.11986077205265792,-0.28659097389443555,-0.6449508107634645
3513603,Cunha,-0.10179928031605417,-0.3147275910947787,-0.6570677747896814
3513702,Descalvado,-0.07642408232473186,0.20335316474632326,0.09721323584232361
3513801,Diadema,0.7122192822824973,-0.208297778206524,-0.6449508107634645
3513850,Dirce Reis,-0.1408233194778111,-0.16731618358863284,3.4051444149995507
3513900,Divinolândia,-0.12243208434137803,-0.30861093518166066,-0.6267753647241391
3514007,Dobrada,-0.12629899010255172,-0.14957788144059037,0.2456460451634812
3514106,Dois Córregos,-0.0891735039498909,-0.2774159900247584,-0.5904244726454883
3514205,Dolcinópolis,-0.14021905313142863,-0.18016116100618082,2.517576800079159
3514304,Dourado,-0.12670781716858606,-0.18199615778011624,0.08509627181610666
3514403,Dracena,-0.050119550612570486,0.7679205055271227,0.47889760266815745
3514502,Duartina,-0.11965206029234444,0.09508835508413312,0.9787223687496067
3514601,Dumont,-0.1241332037917551,-0.18688948251061072,-0.03304412743950859
3514700,Echaporã,-0.13240547047424528,-0.2933192953988654,-0.4753133143964272
3514809,Eldorado,-0.11332820357822286,-0.31533925668609053,-0.6570677747896814
3514908,Elias Fausto,-0.10833652481586199,-0.30861093518166066,-0.638892328750356
3514924,Elisiário,-0.13696040227337922,-0.20340445347602953,0.8242310774153406
3514957,Embaúba,-0.13954498704206467,-0.16058786208420295,2.4751674259874
3515004,Embu das Artes,0.4125071630335295,-0.28108598357262926,-0.6510092927765729
3515103,Embu-Guaçu,-0.004021806069233849,-0.31105759754690787,-0.6540385337831272
3515129,Emilianópolis,-0.13796551857231246,-0.30249427926854255,-0.460167109363656
3515152,Engenheiro Coelho,-0.10112321994831933,-0.28903763625968276,-0.5964829546585967
3515186,Espírito Santo do Pinhal,-0.05546421664658053,0.10181667658856301,-0.19359390078688316
3515194,Espírito Santo do Turvo,-0.13459917668223448,-0.19789946315422327,0.524336217766471
3515202,Estrela d'Oeste,-0.12763116805431243,-0.08902298790072131,0.6727690270876286
3515301,Estrela do Norte,-0.13889086373640971,-0.2927076298075536,-0.2541787209179679
3515350,Euclides da Cunha Paulista,-0.12591608865533904,0.08469004003183238,1.4785471348310557
3515400,Fartura,-0.11231112160906423,-0.2682410061550813,-0.511664206475078
3515509,Fernandópolis,-0.005461675053023122,0.24433475936421445,-0.2602372029310764
3515608,Fernando Prestes,-0.132846205994214,-0.27252266529426394,-0.2905296129966187
3515657,Fernão,-0.14095494185029045,-0.30065928249460716,-0.2390325158851967
3515707,Ferraz de Vasconcelos,0.25176234350393567,-0.19422946960635243,-0.6267753647241391
3515806,Flora Rica,-0.14163698505313801,-0.31533925668609053,-0.6570677747896814
3515905,Floreal,-0.13867149311561078,-0.13245124488385973,2.4842551490070623
3516002,Flórida Paulista,-0.11463645018953278,-0.17404450509306274,-0.18753541877377466
3516101,Florínea,-0.1391760455434483,-0.31044593195559606,-0.5661905445930543
3516200,Franca,0.5706035808865692,4.032991431949558,-0.05727805549194248
3516309,Francisco Morato,0.21329470800765965,-0.28353264593787647,-0.6479800517700187
3516408,Franco da Rocha,0.17154648459125432,-0.2602893534680278,-0.638892328750356
3516507,Gabriel Monteiro,-0.1388868751796679,-0.022963104039045966,4.559285238496715
3516606,Gália,-0.13162171907448186,-0.12755792015336526,0.790909426343244
3516705,Garça,-0.0558191981966006,4.617132071652335,4.841004652106259
3516804,Gastão Vidigal,-0.13462909085779798,-0.13306291047517155,1.1816815161887406
3516853,Gavião Peixoto,-0.1347686903437609,-0.15324787498846124,0.9999270557954864
3516903,General Salgado,-0.1227751002211727,0.421717780844639,2.7053897424855218
3517000,Getulina,-0.12151870484750617,-0.29515429217280087,-0.5692197855996085
3517109,Glicério,-0.13476669606539002,-0.11104294918794642,1.4331085197327422
3517208,Guaiçara,-0.11966203168419894,-0.2547843631462215,-0.4147284942653425
3517307,Guaimbê,-0.13284421171584312,-0.23826939218080265,0.0002775236325880215
3517406,Guaíra,-0.062093197951449706,-0.03764307823052938,-0.32385126406871534
3517505,Guapiaçu,-0.1003753655592321,0.04860177014443565,0.15779805597340835
3517604,Guapiara,-0.11072766458257022,-0.3147275910947787,-0.6540385337831272
3517703,Guará,-0.1017574004702653,-0.3147275910947787,-0.6570677747896814
3517802,Guaraçaí,-0.1279542411503981,0.5097976259935394,4.292712029919942
3517901,Guaraci,-0.12172411551970878,-0.21869609325882478,-0.23600327487864248
3518008,Guarani d'Oeste,-0.14044241230896934,-0.2902609674423064,-0.03607336844606282
3518107,Guarantã,-0.13109124102782266,-0.304329276042478,-0.575278267612717
3518206,Guararapes,-0.07809927615628724,0.18010987227647454,0.08206703080955242
3518305,Guararema,-0.08366730136783801,-0.3061642728164134,-0.6419215697569103
3518404,Guaratinguetá,0.10125614913053864,-0.2841443115291883,-0.6449508107634645
3518503,Guareí,-0.10604509896769872,-0.3128925943208433,-0.6510092927765729
3518602,Guariba,-0.06294276053745279,0.34036625720016844,0.13659336892752869
3518701,Guarujá,0.5036716102024479,-0.262736015833275,-0.6479800517700187
3518800,Guarulhos,2.6569278699946954,0.3397545916088566,-0.6328338467372475
3518859,Guatapará,-0.12894739177910594,-0.2816976491639411,-0.4419916633243306
3518909,Guzolândia,-0.13376157976645678,-0.2633476814245868,-0.17541845474755774
3519006,Herculândia,-0.12518019993647722,-0.16670451799732103,0.10630095886198632
3519055,Holambra,-0.11330227795940116,-0.23215273626768457,-0.3935238072194628
3519071,Hortolândia,0.3293577206372554,0.3850178453659305,-0.511664206475078
3519105,Iacanga,-0.12048766292975124,-0.20340445347602953,-0.19662314179343737
3519204,Iacri,-0.13192086083011675,-0.10064463413564567,1.0393071888806915
3519253,Iaras,-0.12490698379966403,-0.16119952767551474,0.12447640490131175
3519303,Ibaté,-0.07296799790796342,0.5299825905068292,0.5122192537402541
3519402,Ibirá,-0.1192173076074884,0.1990715056071406,1.3573774945688863
3519501,Ibirarema,-0.12861634156953666,-0.31411592550346695,-0.6479800517700187
3519600,Ibitinga,-0.0224728695567939,-0.00705979866493894,-0.408670012252234
3519709,Ibiúna,0.015242922993653103,-0.3098342663642843,-0.6540385337831272
3519808,Icém,-0.1277448419214537,-0.2064627814325886,-0.011839440393628926
3519907,Iepê,-0.12801406950152508,-0.23826939218080265,-0.19359390078688316
3520004,Igaraçu do Tietê,-0.09492300849319349,-0.28903763625968276,-0.6055706776782593
3520103,Igarapava,-0.08301716661892485,-0.27252266529426394,-0.5873952316389339
3520202,Igaratá,-0.1252160969471534,-0.3122809287295315,-0.6419215697569103
3520301,Iguape,-0.08236703187001168,-0.31044593195559606,-0.6479800517700187
3520400,Ilhabela,-0.07224208058095609,-0.05232305242201279,-0.2965880950097272
3520426,Ilha Comprida,-0.12138508819665592,-0.3128925943208433,-0.6479800517700187
3520442,Ilha Solteira,-0.0908048236572865,-0.27986265239000563,-0.5904244726454883
3520509,Indaiatuba,0.37546543657244646,0.5299825905068292,-0.49651800144230684
3520608,Indiana,-0.13470487343589213,-0.16731618358863284,0.8484650054677745
3520707,Indiaporã,-0.1366931689716787,-0.30799926959034885,-0.5631613035865001
3520806,Inúbia Paulista,-0.13635613592699675,-0.1452962223014077,1.4240207967130796
3520905,Ipaussu,-0.11417976044259685,-0.2976009545380481,-0.5995121956651509
3521002,Iperó,-0.06710282521914868,-0.30738760399903703,-0.6479800517700187
3521101,Ipeúna,-0.1288197579633684,-0.28720263948574737,-0.47834255540298143
3521150,Ipiguá,-0.13334078703019703,-0.28720263948574737,-0.40564077124567977
3521200,Iporanga,-0.13608690834692533,-0.31533925668609053,-0.6570677747896814
3521309,Ipuã,-0.11093108097640193,-0.26457101260721044,-0.5086349654685238
3521408,Iracemápolis,-0.09460192967547872,-0.2621243502419632,-0.5510443395602831
3521507,Irapuã,-0.1282673428546293,-0.3098342663642843,-0.6237461237175848
3521606,Irapuru,-0.12775880187004998,-0.22297775239800743,-0.10877515260336451
3521705,Itaberá,-0.10971257689178249,-0.31044593195559606,-0.6419215697569103
3521804,Itaí,-0.08931709199259565,-0.3128925943208433,-0.6540385337831272
3521903,Itajobi,-0.11384871023302758,0.4296694335316925,1.7481495844143828
3522000,Itaju,-0.13657151799105385,-0.3049409416337898,-0.5268104115078492
3522109,Itanhaém,0.06368195034442548,-0.2553960287375333,-0.6298046057306933
3522158,Itaoca,-0.1377780564054479,-0.3147275910947787,-0.6479800517700187
3522208,Itapecerica da Serra,0.2136975522385813,-0.3092226007729725,-0.6540385337831272
3522307,Itapetininga,0.18883288951020918,-0.27313433088557576,-0.6449508107634645
3522406,Itapeva,0.04551407438553313,0.07490339057084343,-0.4541086273505475
3522505,Itapevi,0.3424421810287255,-0.2853676427118119,-0.6510092927765729
3522604,Itapira,0.006509978007485198,-0.24071605454604988,-0.6085999186848137
3522653,Itapirapuã Paulista,-0.13585956061264282,-0.3147275910947787,-0.6510092927765729
3522703,Itápolis,-0.05760008878181365,-0.1373445696143542,-0.4541086273505475
3522802,Itaporanga,-0.11411594353472806,-0.026021431995605013,0.2850261782486863
3522901,Itapuí,-0.11591079406853741,-0.22970607390243733,-0.36020215614736617
3523008,Itapura,-0.13446356575301333,-0.2988242857206717,-0.4934887604357526
3523107,Itaquaquecetuba,0.6115720414599529,-0.09575130940515121,-0.6298046057306933
3523206,Itararé,-0.04315752481976113,-0.27496932765951115,-0.6176876417044763
3523305,Itariri,-0.10901657374033864,-0.3147275910947787,-0.6540385337831272
3523404,Itatiba,0.10337407276043366,-0.1789378298235572,-0.6025414366717051
3523503,Itatinga,-0.1022659414548446,-0.3128925943208433,-0.6510092927765729
3523602,Itirapina,-0.10730947145484886,-0.2712993341116403,-0.5389273755340662
3523701,Itirapuã,-0.13128668030817078,-0.2003461255194705,0.20626591207827613
3523800,Itobi,-0.1287439753852742,-0.31411592550346695,-0.6479800517700187
3523909,Itu,0.20886342146752146,-0.007671464256250749,-0.5722490266061627
3524006,Itupeva,-0.01613106433733422,-0.21686109648488933,-0.5813367496258255
3524105,Ituverava,-0.060146782261452016,-0.0009431427518208528,-0.2875003719900645
3524204,Jaborandi,-0.13053683164071267,-0.2651826781985222,-0.29961733601628143
3524303,Jaboticabal,0.011188555065614886,-0.03274975350003491,-0.47834255540298143
3524402,Jacareí,0.32845830109197977,0.12444830346709994,-0.5661905445930543
3524501,Jaci,-0.12982088570555983,-0.1452962223014077,0.49404380770092865
3524600,Jacupiranga,-0.10870347203610745,-0.3147275910947787,-0.6540385337831272
3524709,Jaguariúna,-0.024923837674629103,-0.026021431995605013,-0.4177577352718967
3524808,Jales,-0.046123016757288346,1.3263711903948041,0.9938685737823778
3524907,Jambeiro,-0.13080605922078406,-0.31411592550346695,-0.6479800517700187
3525003,Jandira,0.11031416149116312,-0.3116692631382197,-0.6570677747896814
3525102,Jardinópolis,-0.05359557781304791,-0.2908726330336182,-0.6298046057306933
3525201,Jarinu,-0.08225535228124133,-0.2492793728244152,-0.5510443395602831
3525300,Jaú,0.16162494969603045,0.12628330024103537,-0.5146934474816323
3525409,Jeriquara,-0.13815497501754787,-0.2902609674423064,-0.2632664439376306
3525508,Joanópolis,-0.1175939650135764,-0.3098342663642843,-0.6358630877438017
3525607,João Ramalho,-0.13529517983367834,-0.2553960287375333,-0.00881019938707469
3525706,José Bonifácio,-0.0692247374057855,1.3753044376997487,1.5633658830145745
3525805,Júlio Mesquita,-0.1348025930760662,-0.26701767497245765,-0.16027224971478654
3525854,Jumirim,-0.13750882882537652,-0.31411592550346695,-0.638892328750356
3525904,Jundiaí,0.7070042443425957,0.044931776596564804,-0.6146584006979221
3526001,Junqueirópolis,-0.10258702027255939,0.5672941915768495,1.4270500377196338
3526100,Juquiá,-0.10727556872254357,-0.31533925668609053,-0.6570677747896814
3526209,Juquitiba,-0.08091719149436792,-0.20279278788471775,-0.48137179640953565
3526308,Lagoinha,-0.13468692493055404,-0.3037176104511662,-0.5389273755340662
3526407,Laranjal Paulista,-0.08649518809777318,-0.2712993341116403,-0.5813367496258255
3526506,Lavínia,-0.11933297575300056,-0.2480560416417916,-0.3935238072194628
3526605,Lavrinhas,-0.12974310884909476,-0.3128925943208433,-0.6419215697569103
3526704,Leme,0.06552067500239461,-0.2621243502419632,-0.6328338467372475
3526803,Lençóis Paulista,-0.005754833973545315,-0.22603608035456646,-0.5934537136520425
3526902,Limeira,0.47536482300590366,0.06328174433591907,-0.5964829546585967
3527009,Lindóia,-0.12806791501753936,-0.2272594115371901,-0.1239213576361357
3527108,Lins,0.013081125239598293,0.7422305506920267,0.006336005645696496
3527207,Lorena,0.03412873916606919,-0.30310594485985437,-0.6510092927765729
3527256,Lourdes,-0.13981421462213606,-0.25111436959835065,0.7182076421859422
3527306,Louveira,-0.0427008350728252,-0.2425510513199853,-0.5873952316389339
3527405,Lucélia,-0.10050499365334055,-0.18566615132798708,-0.36626063816047466
3527504,Lucianópolis,-0.13961279250667524,-0.2841443115291883,-0.0178979224067374
3527603,Luís Antônio,-0.11325640955687048,0.07429172497953163,0.5788625558844473
3527702,Luiziânia,-0.13262085253830241,-0.11104294918794642,1.0514241529069084
3527801,Lupércio,-0.13523335720418045,-0.29148429862493,-0.3995822892325713
3527900,Lutécia,-0.1391919997704155,-0.16058786208420295,2.2661497965351574
3528007,Macatuba,-0.10999576442045018,-0.2688526717463931,-0.523781170501295
3528106,Macaubal,-0.12812176053355365,-0.26457101260721044,-0.34808519212114925
3528205,Macedônia,-0.1370720818621496,-0.26762934056376947,-0.014868681400183164
3528304,Magda,-0.13826864888468912,-0.24683271045916796,0.4425467105895066
3528403,Mairinque,-0.0492500452428584,-0.3092226007729725,-0.6510092927765729
3528502,Mairiporã,0.0622739898145706,-0.2896493018509946,-0.6449508107634645
3528601,Manduri,-0.12453604802267676,-0.3122809287295315,-0.6419215697569103
3528700,Marabá Paulista,-0.13237954485542358,-0.14651955348403134,0.7272953652056049
3528809,Maracaí,-0.11636548953710245,-0.30249427926854255,-0.6116291596913679
3528858,Marapoama,-0.13824671182260925,-0.2853676427118119,-0.17844769575411196
3528908,Mariápolis,-0.13625043917333907,-0.2290944083111255,0.3849911314649761
3529005,Marília,0.33868894913469305,0.3330262701044267,-0.523781170501295
3529104,Marinópolis,-0.14023301308002492,-0.19239447283241698,2.2419158684827236
3529203,Martinópolis,-0.09099428010252193,0.6107224485599879,1.0544533939134626
3529302,Matão,0.02323399642584648,1.281719602229042,0.2850261782486863
3529401,Mauá,0.8162707562841667,-0.2602893534680278,-0.6510092927765729
3529500,Mendonça,-0.1331792504821542,-0.02235143844773416,1.9177870807814201
3529609,Meridiano,-0.13681880850904538,-0.23765772658949083,0.35166948039287954
3529658,Mesópolis,-0.14062788019746297,-0.278639321207382,0.29714314227490324
3529708,Miguelópolis,-0.09959161415946868,-0.3122809287295315,-0.6510092927765729
3529807,Mineiros do Tietê,-0.11845150471306308,-0.27435766206819934,-0.5025764834554153
3529906,Miracatu,-0.10551262664266862,-0.3067759384077252,-0.6358630877438017
3530003,Mira Estrela,-0.13819087202822405,-0.22664774594587828,0.7485000522514845
3530102,Mirandópolis,-0.08490574823616646,0.05288342928361832,-0.045161091465725535
3530201,Mirante do Paranapanema,-0.10769835573717422,-0.2138027685283303,-0.3844360841998001
3530300,Mirassol,-0.023234683894477418,0.517749278680593,0.02148221067846768
3530409,Mirassolândia,-0.1345194055473985,-0.30738760399903703,-0.5783075086192713
3530508,Mococa,-0.006674196302529878,-0.30065928249460716,-0.6479800517700187
3530607,Mogi das Cruzes,0.7641443082256016,-0.2547843631462215,-0.6510092927765729
3530706,Mogi Guaçu,0.16298704182335466,1.0083050829126634,-0.23297403387208823
