CD_MUN,NM_MUN_x,População_total_2021,Total_confirmados_anual,Taxa_incidência_mil
3530805,Mogi Mirim,0.043234614207595265,-0.22297775239800743,-0.6085999186848137
3530904,Mombuca,-0.13739714923660615,-0.31350425991215514,-0.6298046057306933
3531001,Monções,-0.13988800292185935,-0.16119952767551474,2.6993312604724133
3531100,Mongaguá,-0.027624090588826714,-0.3061642728164134,-0.6479800517700187
3531209,Monte Alegre do Sul,-0.12810780058495735,-0.31350425991215514,-0.6449508107634645
3531308,Monte Alto,-0.04263701816495642,0.6205090980209769,0.2517045271765897
3531407,Monte Aprazível,-0.0932677574453471,0.11588498518873462,0.17597350201273376
3531506,Monte Azul Paulista,-0.1066752909329029,-0.23643439540686723,-0.4510793863439933
3531605,Monte Castelo,-0.1361148282441179,-0.0321380879087231,2.708418983492076
3531704,Monteiro Lobato,-0.13497210673759263,-0.3128925943208433,-0.6328338467372475
3531803,Monte Mor,-0.021362056504203007,-0.2719109997029521,-0.6207168827110305
3531902,Morro Agudo,-0.07741922723181059,0.2614613959209451,0.19414894805205918
3532009,Morungaba,-0.11663072856043205,-0.31411592550346695,-0.6540385337831272
3532058,Motuca,-0.13478863312746991,-0.10003296854433387,1.5512489189883574
3532108,Murutinga do Sul,-0.13539888230896507,-0.1648695212233856,0.9908393327758236
3532157,Nantes,-0.13801138697484314,-0.31105759754690787,-0.5904244726454883
3532207,Narandiba,-0.13455131400133288,-0.26640600938114584,-0.166330731727895
3532306,Natividade da Serra,-0.13121289200844752,-0.31533925668609053,-0.6570677747896814
3532405,Nazaré Paulista,-0.10679893619189865,-0.3116692631382197,-0.6479800517700187
3532504,Neves Paulista,-0.12664001170397549,-0.04559473091758289,0.842406523454666
3532603,Nhandeara,-0.12133921979412522,0.06756340347510173,0.9817516097561609
3532702,Nipoã,-0.13369178002347532,-0.1440728911187841,0.9181375486185219
3532801,Nova Aliança,-0.13014196452327462,0.09141836153626227,2.157097120299205
3532827,Nova Campina,-0.12455599080638576,-0.31533925668609053,-0.6570677747896814
3532843,Nova Canaã Paulista,-0.14078542818876402,-0.28842597066837095,0.07297930778988972
3532868,Nova Castilho,-0.14185037283882423,-0.24866770723310339,1.902640875748649
3532900,Nova Europa,-0.12145089938289559,0.0167951593962216,0.7697047392973643
3533007,Nova Granada,-0.10080612968734634,0.37645452708756516,0.9090498255988592
3533106,Nova Guataporanga,-0.1397703404979763,-0.25845435669409234,0.5515993868254592
3533205,Nova Independência,-0.1361766508736158,0.08407837444052056,4.126103774559459
3533254,Novais,-0.1323436478447474,-0.2829209803465647,-0.39049456621290857
3533304,Nova Luzitânia,-0.13601312004720206,-0.1287812513359889,1.533073472949032
3533403,Nova Odessa,-0.021344107998864912,-0.0951396438138394,-0.48137179640953565
3533502,Novo Horizonte,-0.06113195577667625,1.016256735599717,0.9211667896250761
3533601,Nuporanga,-0.12942203003137998,-0.3092226007729725,-0.6176876417044763
3533700,Ocauçu,-0.13585956061264282,-0.31105759754690787,-0.6085999186848137
3533809,Óleo,-0.13954299276369378,-0.31533925668609053,-0.6570677747896814
3533908,Olímpia,-0.03378641075490546,0.7147055990829954,0.2638214912028066
3534005,Onda Verde,-0.13552452184633174,-0.14040289757091326,1.2846757104115847
3534104,Oriente,-0.13132257731884697,-0.18994781046716974,0.28805541925524053
3534203,Orindiúva,-0.12982886281904343,0.2198681357117421,2.9659044690491863
3534302,Orlândia,-0.055314645768763084,0.05655342283148917,-0.24509099789830519
3534401,Osasco,1.2544196972058492,-0.043148068552335654,-0.638892328750356
3534500,Oscar Bressane,-0.13923188533783348,-0.20523945024996498,1.4391670017458507
3534609,Osvaldo Cruz,-0.07837648084984225,0.23148978194666647,0.1608272969799626
3534708,Ourinhos,0.08519622540968681,0.7287739076831669,-0.20874010581965433
3534757,Ouroeste,-0.1230602820282113,-0.28842597066837095,-0.5328688935209577
3534807,Ouro Verde,-0.1271206327913622,-0.0015548083431326614,1.1332136600838727
3534906,Pacaembu,-0.11585295999578134,-0.05109972123938917,0.2577630091896982
3535002,Palestina,-0.11792900377988748,0.2895980131212883,1.596687534086671
3535101,Palmares Paulista,-0.11711932676130238,-0.1452962223014077,-0.0421318504591713
3535200,Palmeira d'Oeste,-0.1261294764410253,0.26084973032963327,2.45396273894152
3535309,Palmital,-0.09990671014207077,-0.2963776233554245,-0.6146584006979221
3535408,Panorama,-0.11262621759166631,-0.21624943089357754,-0.34808519212114925
3535507,Paraguaçu Paulista,-0.05232721676915598,1.1288032044010898,0.8908743795595337
3535606,Paraibuna,-0.10792370919308583,-0.30799926959034885,-0.6358630877438017
3535705,Paraíso,-0.13138838850508666,-0.2517260351896624,-0.17541845474755774
3535804,Paranapanema,-0.1033647888372101,-0.31411592550346695,-0.6540385337831272
3535903,Paranapuã,-0.13622251927614648,-0.040089740595776614,2.656921886380654
3536000,Parapuã,-0.12261755222987165,-0.22236608680669562,-0.23600327487864248
3536109,Pardinho,-0.131302634535138,-0.31350425991215514,-0.6419215697569103
3536208,Pariquera-Açu,-0.10494226302859143,-0.3128925943208433,-0.6510092927765729
3536257,Parisi,-0.14008144792383656,-0.2651826781985222,0.48495608468126594
3536307,Patrocínio Paulista,-0.11462647879767829,-0.15018954703190218,-0.10877515260336451
3536406,Paulicéia,-0.1293861330207038,0.10181667658856301,2.084395336141903
3536505,Paulínia,0.08393783575764938,2.927100042857808,0.7454708112449303
3536570,Paulistânia,-0.14076349112668413,-0.3037176104511662,-0.34202671010804075
3536604,Paulo de Faria,-0.12652833211520512,-0.11471294273581728,0.45163443360916933
3536703,Pederneiras,-0.049648900917038254,-0.28108598357262926,-0.6207168827110305
3536802,Pedra Bela,-0.13220404835878447,-0.31533925668609053,-0.6570677747896814
3536901,Pedranópolis,-0.13950111291790487,-0.2694643373377049,0.2638214912028066
3537008,Pedregulho,-0.1107675501499882,-0.23092940508506093,-0.408670012252234
3537107,Pedreira,-0.046719305990187227,-0.12082959864893536,-0.460167109363656
3537156,Pedrinhas Paulista,-0.13822278048215844,-0.31044593195559606,-0.5783075086192713
3537206,Pedro de Toledo,-0.12147483072334637,-0.31533925668609053,-0.6570677747896814
3537305,Penápolis,-0.01659373691938285,1.6548356129292454,0.8666404515070999
3537404,Pereira Barreto,-0.09319995198073652,-0.17771449864093358,-0.39049456621290857
3537503,Pereiras,-0.12672377139555327,-0.29943595131198353,-0.5692197855996085
3537602,Peruíbe,-0.005427772320717834,-0.2920959642162418,-0.6419215697569103
3537701,Piacatu,-0.13227185382339504,0.15808991098924943,3.1900683035341997
3537800,Piedade,-0.033279864048697046,-0.3116692631382197,-0.6540385337831272
3537909,Pilar do Sul,-0.0853684208182151,-0.31411592550346695,-0.6540385337831272
3538006,Pindamonhangaba,0.1983635458447368,-0.08657632553547408,-0.5904244726454883
3538105,Pindorama,-0.10976642240779676,-0.04559473091758289,0.1123594408750948
3538204,Pinhalzinho,-0.11338404337260805,-0.30249427926854255,-0.6176876417044763
3538303,Piquerobi,-0.1370321962947316,-0.2774159900247584,-0.15118452669512383
3538501,Piquete,-0.11751020532199863,-0.31105759754690787,-0.6419215697569103
3538600,Piracaia,-0.08934700616815913,-0.2988242857206717,-0.6267753647241391
3538709,Piracicaba,0.6737795666834139,0.5672941915768495,-0.5510443395602831
3538808,Piraju,-0.08473424029626912,-0.30249427926854255,-0.6358630877438017
3538907,Pirajuí,-0.09269340527452812,-0.26701767497245765,-0.5661905445930543
3539004,Pirangi,-0.12144092799104109,-0.1789378298235572,-0.06939501951815943
3539103,Pirapora do Bom Jesus,-0.10562829478818078,-0.3147275910947787,-0.6540385337831272
3539202,Pirapozinho,-0.0886350487897481,-0.02663309758691682,-0.14512604468201534
3539301,Pirassununga,0.009794554484356297,-0.2694643373377049,-0.6267753647241391
3539400,Piratininga,-0.11672246536549341,-0.2560076943288451,-0.4450209043308848
3539509,Pitangueiras,-0.06379431740182678,0.13851661206727153,-0.0996874295837018
3539608,Planalto,-0.1337137170855552,-0.043148068552335654,1.8541730196437811
3539707,Platina,-0.13723162413182152,-0.304329276042478,-0.5056057244619696
3539806,Poá,0.09333686971969764,-0.28781430507705913,-0.6449508107634645
3539905,Poloni,-0.13212627150231937,-0.07801300725710876,1.2483248183329338
3540002,Pompéia,-0.09989873302858718,-0.2272594115371901,-0.46319635037021023
3540101,Pongaí,-0.13767235965179025,-0.30188261367723074,-0.460167109363656
3540200,Pontal,-0.04128489742948672,-0.1306162481099243,-0.48137179640953565
3540259,Pontalinda,-0.13501199230501063,-0.17343283950175092,0.8333188004350033
3540309,Pontes Gestal,-0.13928573085384777,-0.26701767497245765,0.27290921422246933
3540408,Populina,-0.13617465659524491,-0.20401611906734135,0.6757982680941829
3540507,Porangaba,-0.12407138116225723,-0.3098342663642843,-0.6298046057306933
3540606,Porto Feliz,-0.037334231976735265,0.588090821681451,0.17597350201273376
3540705,Porto Ferreira,-0.03105225510840256,-0.262736015833275,-0.6116291596913679
3540754,Potim,-0.09336348280715026,-0.28903763625968276,-0.6055706776782593
3540804,Potirendaba,-0.10918808168023597,-0.109207952414011,-0.07848274253782214
3540853,Pracinha,-0.13579374942640315,-0.3049409416337898,-0.5389273755340662
3540903,Pradópolis,-0.1000722352468554,-0.24744437605047978,-0.5056057244619696
3541000,Praia Grande,0.5265599430652588,-0.2963776233554245,-0.6540385337831272
3541059,Pratânia,-0.1337117228071843,-0.31533925668609053,-0.6570677747896814
3541109,Presidente Alves,-0.13631226180283695,-0.31411592550346695,-0.6419215697569103
3541208,Presidente Bernardes,-0.11861104698273503,-0.20523945024996498,-0.23600327487864248
3541307,Presidente Epitácio,-0.055534016389562006,-0.0877996567180977,-0.40564077124567977
3541406,Presidente Prudente,0.31815585902791416,4.351057539431698,0.33955251636666256
3541505,Presidente Venceslau,-0.06535384308787001,0.23515977549453732,0.03056993369813039
3541604,Promissão,-0.06223678599415445,-0.21135610616308306,-0.5328688935209577
3541653,Quadra,-0.13664131773403532,-0.3147275910947787,-0.6479800517700187
3541703,Quatá,-0.11588686272808663,0.062058413153295446,0.6485350990351948
3541802,Queiroz,-0.13741709202031516,0.030863467996393203,4.223039486769195
3541901,Queluz,-0.11692588175932514,-0.27435766206819934,-0.5086349654685238
3542008,Quintana,-0.1309895328309068,0.0015035196134263822,1.672418559250527
3542107,Rafard,-0.12622320752445754,-0.28842597066837095,-0.511664206475078
3542206,Rancharia,-0.08510717035162728,-0.1440728911187841,-0.37231912017358315
3542305,Redenção da Serra,-0.13679088861185276,-0.3147275910947787,-0.6479800517700187
3542404,Regente Feijó,-0.10349441693131856,0.3244629518260614,0.8878451385529795
3542503,Reginópolis,-0.12438647714485931,-0.26090101905933955,-0.3874653252063543
3542602,Registro,-0.03182005228119878,-0.3116692631382197,-0.6540385337831272
3542701,Restinga,-0.12894340322236414,-0.2694643373377049,-0.36323139715392044
3542800,Ribeira,-0.13780198774589872,-0.3128925943208433,-0.6207168827110305
3542909,Ribeirão Bonito,-0.11774752444813565,0.019853487352780644,0.5849210378975558
3543006,Ribeirão Branco,-0.11254644645683035,-0.31411592550346695,-0.6540385337831272
3543105,Ribeirão Corrente,-0.1348783756541604,-0.3116692631382197,-0.6176876417044763
3543204,Ribeirão do Sul,-0.1353749509685143,-0.30861093518166066,-0.5843659906323797
3543238,Ribeirão dos Índios,-0.13999170539714612,-0.29943595131198353,-0.3026465770228357
3543253,Ribeirão Grande,-0.1290949683785525,-0.31411592550346695,-0.6479800517700187
3543303,Ribeirão Pires,0.10533644267739854,-0.3067759384077252,-0.6540385337831272
3543402,Ribeirão Preto,1.2916887714012149,4.253802710413121,-0.34202671010804075
3543501,Riversul,-0.1337256827557806,-0.31411592550346695,-0.6449508107634645
3543600,Rifaina,-0.13714188160513105,-0.31105759754690787,-0.5995121956651509
3543709,Rincão,-0.12283692285067058,-0.03336141909134672,0.6333888940024236
3543808,Rinópolis,-0.12459986493054553,0.13178829056284164,1.569424365027683
3543907,Rio Claro,0.273474052127916,-0.09208131585728035,-0.6055706776782593
3544004,Rio das Pedras,-0.07216430372449102,-0.31044593195559606,-0.6510092927765729
3544103,Rio Grande da Serra,-0.04070256814518413,-0.3147275910947787,-0.6570677747896814
3544202,Riolândia,-0.11878454920100326,-0.05171138683070098,0.357727962405988
3544251,Rosana,-0.1126561317672298,0.09631168626675674,0.6212719299762066
3544301,Roseira,-0.12270928903493303,-0.2920959642162418,-0.5510443395602831
3544400,Rubiácea,-0.13805127254226113,-0.24622104486785615,0.4152835415305185
3544509,Rubinéia,-0.1380592496557447,-0.2572310255114687,0.2456460451634812
3544608,Sabino,-0.1331792504821542,-0.3098342663642843,-0.6085999186848137
3544707,Sagres,-0.13958287833111174,-0.3012709480859189,-0.3692898791670289
3544806,Sales,-0.13149807381548612,-0.29943595131198353,-0.5358981345275119
3544905,Sales Oliveira,-0.12028624081429042,-0.28597930830312374,-0.5358981345275119
3545001,Salesópolis,-0.10979633658336026,-0.31533925668609053,-0.6570677747896814
3545100,Salmourão,-0.1337097285288134,-0.2682410061550813,-0.22388631085242552
3545159,Saltinho,-0.12747561434138227,-0.2602893534680278,-0.33596822809493226
3545209,Salto,0.0964439554215587,0.05104843250968289,-0.5056057244619696
3545308,Salto de Pirapora,-0.05211781754021155,-0.3092226007729725,-0.6510092927765729
3545407,Salto Grande,-0.12568475236431473,-0.24683271045916796,-0.2965880950097272
3545506,Sandovalina,-0.135638195713473,-0.27558099325082297,-0.20874010581965433
3545605,Santa Adélia,-0.1132344724947906,-0.1226645954228708,-0.04819033247227977
3545704,Santa Albertina,-0.1323855276905363,0.05533009164886555,2.3842901957907725
3545803,Santa Bárbara d'Oeste,0.24501569977518345,3.3381393202193435,0.2698799732159151
3546009,Santa Branca,-0.11465838725161268,-0.31105759754690787,-0.6419215697569103
3546108,Santa Clara d'Oeste,-0.1402130702963159,-0.2150260997109539,1.696652487302961
3546207,Santa Cruz da Conceição,-0.13528121988508202,-0.31044593195559606,-0.6055706776782593
3546256,Santa Cruz da Esperança,-0.14010338498591646,-0.304329276042478,-0.40564077124567977
3546306,Santa Cruz das Palmeiras,-0.0744198325619781,-0.24560937927654436,-0.5601320625799459
3546405,Santa Cruz do Rio Pardo,-0.04828481451134316,0.8150187560581319,0.5031315307205914
3546504,Santa Ernestina,-0.13330090146277906,-0.23031773949374912,0.09721323584232361
3546603,Santa Fé do Sul,-0.07901863848527181,0.3085596464519544,0.2850261782486863
3546702,Santa Gertrudes,-0.0888823393077396,-0.12755792015336526,-0.32385126406871534
3546801,Santa Isabel,-0.027699873166920887,-0.29148429862493,-0.6358630877438017
3546900,Santa Lúcia,-0.12669585149836066,0.08407837444052056,1.569424365027683
3547007,Santa Maria da Serra,-0.13186302675736067,-0.3092226007729725,-0.6085999186848137
3547106,Santa Mercedes,-0.13854585357824414,0.02597014326589873,5.07728545061749
3547205,Santana da Ponte Pensa,-0.14153527685622214,-0.23398773304162,2.1268047102336625
3547304,Santana de Parnaíba,0.14489295416418557,-0.23398773304162,-0.6298046057306933
3547403,Santa Rita d'Oeste,-0.1394851586909377,-0.18199615778011624,2.0086643109780473
3547502,Santa Rita do Passa Quatro,-0.08929914348725755,0.15503158303269038,0.18506122503239647
3547601,Santa Rosa de Viterbo,-0.09065724705783995,-0.1575295341276439,-0.36626063816047466
3547650,Santa Salete,-0.14131590623542323,-0.12694625456205347,5.331741695168045
3547700,Santo Anastácio,-0.10283231651218,-0.22420108358063104,-0.4419916633243306
3547809,Santo André,1.2992131836946177,-0.21991942444144838,-0.6510092927765729
3547908,Santo Antônio da Alegria,-0.1304151806600878,-0.2963776233554245,-0.523781170501295
3548005,Santo Antônio de Posse,-0.09707483485539381,-0.2015694567020941,-0.4207869762784509
3548054,Santo Antônio do Aracanguá,-0.12738986037143363,-0.09024631908334493,0.6485350990351948
3548104,Santo Antônio do Jardim,-0.1326048983113352,-0.31411592550346695,-0.6479800517700187
3548203,Santo Antônio do Pinhal,-0.1307761450452206,-0.3147275910947787,-0.6540385337831272
3548302,Santo Expedito,-0.13812306656361348,-0.17343283950175092,1.5663951240211287
3548401,Santópolis do Aguapeí,-0.13473877616819743,-0.20890944379783583,0.4274005055567354
3548500,Santos,0.7210758725276609,-0.0749546793005497,-0.6298046057306933
3548609,São Bento do Sapucaí,-0.12267139774588594,-0.31533925668609053,-0.6570677747896814
3548708,São Bernardo do Campo,1.5504623442523624,-0.21196777175439488,-0.6510092927765729
3548807,São Caetano do Sul,0.18017173854539367,-0.2547843631462215,-0.638892328750356
3548906,São Carlos,0.36793703572230174,0.9924017775385565,-0.40564077124567977
3549003,São Francisco,-0.13881308687994465,-0.08718799112678588,3.359705799901237
3549102,São João da Boa Vista,0.039678815872281864,-0.265794343789834,-0.6298046057306933
3549201,São João das Duas Pontes,-0.13932761069963664,-0.27496932765951115,0.12447640490131175
3549250,São João de Iracema,-0.1405501033409979,-0.19239447283241698,2.478196666993954
3549300,São João do Pau d'Alho,-0.1402449787502503,-0.19912279433684688,2.090453818155012
3549409,São Joaquim da Barra,-0.03925073349116946,-0.2988242857206717,-0.6419215697569103
3549508,São José da Bela Vista,-0.12649243510452896,-0.3092226007729725,-0.6237461237175848
3549607,São José do Barreiro,-0.1361646852033904,-0.31533925668609053,-0.6570677747896814
3549706,São José do Rio Pardo,-0.03414338658329643,-0.06272136747431353,-0.4298746992981136
3549805,São José do Rio Preto,0.7912385741726391,12.10942389963068,0.6545935810483032
3549904,São José dos Campos,1.3259783937104568,0.7232689173613607,-0.5873952316389339
3549953,São Lourenço da Serra,-0.11226126464979175,-0.31533925668609053,-0.6570677747896814
3550001,São Luiz do Paraitinga,-0.12309817331725839,-0.31105759754690787,-0.6358630877438017
3550100,São Manuel,-0.06208522083796611,-0.24866770723310339,-0.5783075086192713
3550209,São Miguel Arcanjo,-0.07847021193327451,-0.31411592550346695,-0.6540385337831272
3550308,São Paulo,24.577393565284044,6.992229562716088,-0.6267753647241391
3550407,São Pedro,-0.07203467563038257,-0.1520245438058376,-0.4329039403046679
3550506,São Pedro do Turvo,-0.12901918580045832,-0.2278710771285019,-0.09665818857714756
3550605,São Roque,0.04119646171253621,-0.2920959642162418,-0.6449508107634645
3550704,São Sebastião,0.03832669513681216,0.35626956257427544,-0.293558854003173
3550803,São Sebastião da Grama,-0.12021843534967984,-0.31350425991215514,-0.6510092927765729
3550902,São Simão,-0.11361936822037415,-0.30310594485985437,-0.6176876417044763
3551009,São Vicente,0.5951332048486302,-0.20890944379783583,-0.6419215697569103
3551108,Sarapuí,-0.12349702899143825,-0.31533925668609053,-0.6570677747896814
3551207,Sarutaiá,-0.13719772139951622,-0.27496932765951115,-0.10574591159681028
3551306,Sebastianópolis do Sul,-0.13725356119390142,-0.23949272336342625,0.3880203724715304
3551405,Serra Azul,-0.11392648708949264,-0.23215273626768457,-0.3874653252063543
3551504,Serrana,-0.05235513666634856,-0.2823093147552529,-0.6207168827110305
3551603,Serra Negra,-0.08525474695107382,-0.3049409416337898,-0.638892328750356
3551702,Sertãozinho,0.1117061677940508,1.7410804613042103,0.13659336892752869
3551801,Sete Barras,-0.11903383399736567,-0.31533925668609053,-0.6570677747896814
3551900,Severínia,-0.10888495136785928,-0.11777127069237632,-0.10877515260336451
3552007,Silveiras,-0.13170946732280142,-0.3147275910947787,-0.6510092927765729
3552106,Socorro,-0.0612815266544937,-0.28842597066837095,-0.6237461237175848
3552205,Sorocaba,1.2422545991433638,0.3587162249395227,-0.6085999186848137
3552304,Sud Mennucci,-0.12899126590326573,-0.221142755624072,-0.05424881448538824
3552403,Sumaré,0.43366845082714167,0.30121965935621264,-0.5510443395602831
3552502,Suzano,0.46063508295844163,-0.04131307177840023,-0.6116291596913679
3552551,Suzanápolis,-0.13632023891632056,-0.10431462768351653,1.914757839774866
3552601,Tabapuã,-0.11937286132041855,-0.19117114164979337,-0.166330731727895
3552700,Tabatinga,-0.11094504092499823,-0.2541726975549097,-0.4753133143964272
3552809,Taboão da Serra,0.4489306631996338,-0.26762934056376947,-0.6479800517700187
3552908,Taciba,-0.13171744443628502,-0.24560937927654436,-0.11483363461647299
3553005,Taguaí,-0.11567546922077131,-0.31350425991215514,-0.6510092927765729
3553104,Taiaçu,-0.1317673013955575,-0.31044593195559606,-0.6176876417044763
3553203,Taiúva,-0.13333081563834254,-0.2829209803465647,-0.3692898791670289
3553302,Tambaú,-0.09804604842202175,-0.3012709480859189,-0.6267753647241391
3553401,Tanabi,-0.09211107599022553,0.661490692638868,1.187739998201849
3553500,Tapiraí,-0.12901719152208743,-0.3147275910947787,-0.6540385337831272
3553609,Tapiratiba,-0.11861702981784772,-0.3147275910947787,-0.6540385337831272
3553658,Taquaral,-0.13880909832320285,-0.179549495414869,1.7330033793816118
3553708,Taquaritinga,-0.02965825452714397,0.02597014326589873,-0.36323139715392044
3553807,Taquarituba,-0.09797226012229848,-0.3092226007729725,-0.6449508107634645
3553856,Taquarivaí,-0.13252113861975745,-0.31044593195559606,-0.6176876417044763
3553906,Tarabai,-0.12924852781311175,-0.1783261642322454,0.23352908113726428
3553955,Tarumã,-0.11378888188190059,-0.25906602228540415,-0.4753133143964272
3554003,Tatuí,0.10313475935592575,-0.30065928249460716,-0.6510092927765729
3554102,Taubaté,0.49538139501461964,0.6266257539340948,-0.511664206475078
3554201,Tejupá,-0.13554446463004075,-0.31533925668609053,-0.6570677747896814
3554300,Teodoro Sampaio,-0.09776684945009585,1.9031718430018396,4.038255785369386
3554409,Terra Roxa,-0.12547335885699942,-0.24071605454604988,-0.2693249259507391
3554508,Tietê,-0.05877671302064422,-0.14223789434484868,-0.4571378683571018
3554607,Timburi,-0.13914413708951393,-0.31533925668609053,-0.6570677747896814
3554656,Torre de Pedra,-0.13957290693925725,-0.3147275910947787,-0.6449508107634645
3554706,Torrinha,-0.12428078039120165,-0.30799926959034885,-0.6207168827110305
3554755,Trabiju,-0.14092901623146875,-0.304329276042478,-0.345055951114595
3554805,Tremembé,-0.04824293466555427,-0.14040289757091326,-0.47834255540298143
3554904,Três Fronteiras,-0.13274449779729816,-0.13428624165779515,0.8726989335202083
3554953,Tuiuti,-0.13034737519547723,-0.31533925668609053,-0.6570677747896814
3555000,Tupã,-0.013568416630728657,1.5777657484239573,0.7727339803039185
3555109,Tupi Paulista,-0.11317264986529271,0.4853310023410671,1.8723484656831066
3555208,Turiúba,-0.14038657251458417,-0.28781430507705913,0.015423728665359206
3555307,Turmalina,-0.1410985298929952,-0.25050270400703883,1.2695295053788134
3555356,Ubarana,-0.13148411386688982,0.01740682498753341,1.8814361887027693
3555406,Ubatuba,0.0406839321712151,-0.21196777175439488,-0.6025414366717051
3555505,Ubirajara,-0.1347946159625826,-0.31411592550346695,-0.6449508107634645
3555604,Uchoa,-0.12409930105944982,-0.14468455671009592,0.17294426100617954
3555703,União Paulista,-0.14066178292976825,-0.28353264593787647,0.179002743019288
3555802,Urânia,-0.12622520180282845,0.6994139593002001,4.8500923751259215
3555901,Uru,-0.14214552603771732,-0.31350425991215514,-0.5783075086192713
3556008,Urupês,-0.11657289448767598,-0.262736015833275,-0.4692548323833187
3556107,Valentim Gentil,-0.11703756134809551,-0.16792784917994463,-0.1239213576361357
3556206,Valinhos,0.12115306443700066,0.37523119590494153,-0.3995822892325713
3556305,Valparaíso,-0.09027035705388549,-0.14957788144059037,-0.35414367413425774
3556354,Vargem,-0.12280102583999439,-0.31533925668609053,-0.6570677747896814
3556404,Vargem Grande do Sul,-0.05793512754812472,-0.3098342663642843,-0.6510092927765729
3556453,Vargem Grande Paulista,-0.03610376222189041,-0.3067759384077252,-0.6479800517700187
3556503,Várzea Paulista,0.10340398693599714,0.15380825185006675,-0.4692548323833187
3556602,Vera Cruz,-0.12287680841808857,0.3599395561221463,2.438816533908749
3556701,Vinhedo,0.018142603744940644,-0.18016116100618082,-0.575278267612717
3556800,Viradouro,-0.10626646386686854,-0.12939291692730068,-0.17541845474755774
3556909,Vista Alegre do Alto,-0.12614941922473427,-0.22603608035456646,-0.17541845474755774
3556958,Vitória Brasil,-0.14072958839437882,-0.26457101260721044,0.7000321961466168
3557006,Votorantim,0.10380084833180611,0.08836003357970322,-0.49651800144230684
3557105,Votuporanga,0.047239125176360995,5.833734932771522,2.5115183180660505
3557154,Zacarias,-0.1388709209527007,-0.2419393857286735,0.6485350990351948
3557204,Chavantes,-0.11965804312745715,-0.24622104486785615,-0.38140684319324586
